MAYO_blue	MAYO_greenyellow	MAYO_lightcyan	MAYO_midnightblue	MAYO_purple	MAYO_turquoise	ROSMAP_green	ROSMAP_purple	ROSMAP_turquoise	count	cross	neglogSum
TLR p38_INOH	8.51391637023757	0	0	0	0	0	0	0	0	1	FALSE	8.51391637023757
TNFR1-induced NFkappaB signaling pathway_Reactome	8.48506804751872	0	0	0	0	0	0	0	0	1	FALSE	8.48506804751872
G-protein beta:gamma signalling_Reactome	0	0	0	0	0	8.47665733885625	0	0	0	1	FALSE	8.47665733885625
Fanconi Anemia Pathway_Reactome	8.47396113609895	0	0	0	0	0	0	0	0	1	FALSE	8.47396113609895
N-glycan trimming in the ER and Calnexin/Calreticulin cycle_Reactome	8.42449025890959	0	0	0	0	0	0	0	0	1	FALSE	8.42449025890959
EGF-Ncore_Signalink	0	0	0	0	0	0	0	0	8.42008993339804	1	FALSE	8.42008993339804
VEGFR3 signaling in lymphatic endothelium_PID	0	0	0	0	0	8.41086545727949	0	0	0	1	FALSE	8.41086545727949
Necroptosis_KEGG	8.35669921583832	0	0	0	0	0	0	0	0	1	FALSE	8.35669921583832
Malonyl-coa decarboxylase deficiency_SMPDB	0	0	0	0	0	0	0	0	8.34539910930391	1	FALSE	8.34539910930391
Methylmalonic Aciduria Due to Cobalamin-Related Disorders_SMPDB	0	0	0	0	0	0	0	0	8.34539910930391	1	FALSE	8.34539910930391
Malonic Aciduria_SMPDB	0	0	0	0	0	0	0	0	8.34539910930391	1	FALSE	8.34539910930391
Propanoate Metabolism_SMPDB	0	0	0	0	0	0	0	0	8.34539910930391	1	FALSE	8.34539910930391
Lagging Strand Synthesis_Reactome	8.34047630315108	0	0	0	0	0	0	0	0	1	FALSE	8.34047630315108
Glucocorticoid Pathway (Peripheral Tissue), Pharmacodynamics_PharmGKB	8.28920987979288	0	0	0	0	0	0	0	0	1	FALSE	8.28920987979288
Displacement of DNA glycosylase by APEX1_Reactome	8.28920987979288	0	0	0	0	0	0	0	0	1	FALSE	8.28920987979288
Olfactory bulb development and olfactory learning_Wikipathways	0	0	0	0	0	0	0	8.24431307461046	0	1	FALSE	8.24431307461046
Glycosaminoglycan biosynthesis - heparan sulfate / heparin_KEGG	0	0	0	0	0	0	0	0	8.24411127888073	1	FALSE	8.24411127888073
Inositol phosphate metabolism_INOH	0	0	0	0	0	8.08720450332741	0	0	0	1	FALSE	8.08720450332741
regulation of bad phosphorylation_BioCarta	0	0	0	0	0	8.07469533957393	0	0	0	1	FALSE	8.07469533957393
Regulation of TNFR1 signaling_Reactome	0	0	0	0	0	8.07469533957393	0	0	0	1	FALSE	8.07469533957393
Selective Serotonin Reuptake Inhibitor Pathway, Pharmacodynamics_PharmGKB	0	0	0	0	0	8.06754838965422	0	0	0	1	FALSE	8.06754838965422
IL3-mediated signaling events_PID	0	0	0	0	0	8.06754838965422	0	0	0	1	FALSE	8.06754838965422
TGF-beta Receptor Signaling_Wikipathways	0	0	0	0	0	0	0	0	8.03824077794832	1	FALSE	8.03824077794832
Arginine Proline metabolism_INOH	0	0	0	0	0	0	0	0	8.03824077794832	1	FALSE	8.03824077794832
Formation of Incision Complex in GG-NER_Reactome	0	0	0	8.02897446907911	0	0	0	0	0	1	FALSE	8.02897446907911
Alanine and aspartate metabolism_Wikipathways	0	0	0	0	0	0	0	0	8.02294693459504	1	FALSE	8.02294693459504
Acute myeloid leukemia_KEGG	0	0	0	0	0	8.01095622671556	0	0	0	1	FALSE	8.01095622671556
Biosynthesis of unsaturated fatty acids_KEGG	0	0	0	0	0	0	0	0	7.99274225708347	1	FALSE	7.99274225708347
MET promotes cell motility_Reactome	0	0	0	0	0	0	0	0	7.99274225708347	1	FALSE	7.99274225708347
acetylation and deacetylation of rela in nucleus_BioCarta	7.95624863722503	0	0	0	0	0	0	0	0	1	FALSE	7.95624863722503
Ovarian tumor domain proteases_Reactome	0	0	0	0	0	0	0	0	7.94821259805803	1	FALSE	7.94821259805803
Glycosphingolipid biosynthesis - neolactoseries_EHMN	0	0	0	0	0	7.93967300638369	0	0	0	1	FALSE	7.93967300638369
Fluorouracil Action Pathway_SMPDB	0	0	0	0	7.93763753528323	0	0	0	0	1	FALSE	7.93763753528323
Fluorouracil Metabolism Pathway_SMPDB	0	0	0	0	7.93763753528323	0	0	0	0	1	FALSE	7.93763753528323
homocarnosine biosynthesis_HumanCyc	0	0	0	0	7.93763753528323	0	0	0	0	1	FALSE	7.93763753528323
carnosine biosynthesis_HumanCyc	0	0	0	0	7.93763753528323	0	0	0	0	1	FALSE	7.93763753528323
C-type lectin receptor signaling pathway_KEGG	0	0	0	0	0	7.92661174799453	0	0	0	1	FALSE	7.92661174799453
Regulation of TP53 Degradation_Reactome	0	0	0	0	0	7.92366618269028	0	0	0	1	FALSE	7.92366618269028
Sorafenib Metabolism Pathway_SMPDB	7.90929460623232	0	0	0	0	0	0	0	0	1	FALSE	7.90929460623232
chaperones modulate interferon signaling pathway_BioCarta	7.90929460623232	0	0	0	0	0	0	0	0	1	FALSE	7.90929460623232
Phenylalanine and tyrosine catabolism_Reactome	0	0	0	0	0	0	7.89095611779579	0	0	1	FALSE	7.89095611779579
Triglyceride catabolism_Reactome	0	0	0	0	7.8770528938825	0	0	0	0	1	FALSE	7.8770528938825
Transcriptional Regulation by E2F6_Reactome	7.8604745888991	0	0	0	0	0	0	0	0	1	FALSE	7.8604745888991
Mismatch repair_KEGG	0	0	0	0	0	0	0	7.84311783253328	0	1	FALSE	7.84311783253328
Extracellular vesicle-mediated signaling in recipient cells_Wikipathways	0	0	0	0	0	0	0	0	7.80171202907124	1	FALSE	7.80171202907124
Zinc transporters_Reactome	0	0	0	0	0	0	0	0	7.79333789078254	1	FALSE	7.79333789078254
TRP channels_Reactome	0	0	0	0	7.76051639958776	0	0	0	0	1	FALSE	7.76051639958776
Coregulation of Androgen receptor activity_PID	0	0	0	0	0	7.75632986712786	0	0	0	1	FALSE	7.75632986712786
Cell Cycle, Mitotic_Reactome	7.74562428559092	0	0	0	0	0	0	0	0	1	FALSE	7.74562428559092
Presynaptic function of Kainate receptors_Reactome	0	0	0	0	0	7.73917738115156	0	0	0	1	FALSE	7.73917738115156
Zinc influx into cells by the SLC39 gene family_Reactome	0	0	0	0	0	0	0	0	7.73592671745845	1	FALSE	7.73592671745845
Bicarbonate transporters_Reactome	0	0	0	0	0	0	0	0	7.73592671745845	1	FALSE	7.73592671745845
Cohesin Loading onto Chromatin_Reactome	0	0	0	0	0	0	0	0	7.73592671745845	1	FALSE	7.73592671745845
LIF signaling_INOH	0	0	0	0	0	0	0	0	7.73592671745845	1	FALSE	7.73592671745845
E3 ubiquitin ligases ubiquitinate target proteins_Reactome	7.7017809905815	0	0	0	0	0	0	0	0	1	FALSE	7.7017809905815
Aripiprazole Metabolic Pathway_Wikipathways	0	7.66728008035597	0	0	0	0	0	0	0	1	FALSE	7.66728008035597
protein O-[N-acetyl]-glucosylation_HumanCyc	0	7.66728008035597	0	0	0	0	0	0	0	1	FALSE	7.66728008035597
G1/S Transition_Reactome	7.6640145604207	0	0	0	0	0	0	0	0	1	FALSE	7.6640145604207
Benzodiazepine Pathway, Pharmacodynamics_PharmGKB	0	0	0	0	0	7.65739266523019	0	0	0	1	FALSE	7.65739266523019
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion_Reactome	0	0	0	0	0	7.65739266523019	0	0	0	1	FALSE	7.65739266523019
Signaling by NOTCH2_Reactome	0	0	0	0	0	0	0	0	7.65493380746627	1	FALSE	7.65493380746627
regulation of transcriptional activity by pml_BioCarta	7.64218774384731	0	0	0	0	0	0	0	0	1	FALSE	7.64218774384731
Removal of the Flap Intermediate from the C-strand_Reactome	7.64218774384731	0	0	0	0	0	0	0	0	1	FALSE	7.64218774384731
Human T-cell leukemia virus 1 infection_KEGG	0	0	0	0	0	7.60213710592754	0	0	0	1	FALSE	7.60213710592754
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation_Wikipathways	7.59642304561004	0	0	0	0	0	0	0	0	1	FALSE	7.59642304561004
Stabilization and expansion of the E-cadherin adherens junction_PID	0	0	0	0	0	7.58746197754852	0	0	0	1	FALSE	7.58746197754852
Alanine Aspartate Asparagine metabolism_INOH	0	0	0	0	0	0	0	0	7.57684978136386	1	FALSE	7.57684978136386
Saturated fatty acids beta-oxidation_EHMN	0	0	0	0	0	0	0	0	7.57684978136386	1	FALSE	7.57684978136386
EPH-ephrin mediated repulsion of cells_Reactome	0	0	0	0	0	0	0	0	7.51359080721398	1	FALSE	7.51359080721398
GABA shunt_HumanCyc	0	0	0	0	0	0	0	0	7.51359080721398	1	FALSE	7.51359080721398
Antigen processing and presentation_KEGG	7.49959846828244	0	0	0	0	0	0	0	0	1	FALSE	7.49959846828244
Beta3 integrin cell surface interactions_PID	0	0	0	0	0	0	7.46241711691766	0	0	1	FALSE	7.46241711691766
Morphine Metabolism Pathway_SMPDB	7.46182567115895	0	0	0	0	0	0	0	0	1	FALSE	7.46182567115895
Regulation of pyruvate dehydrogenase (PDH) complex_Reactome	7.46182567115895	0	0	0	0	0	0	0	0	1	FALSE	7.46182567115895
Glycolysis and Gluconeogenesis_Wikipathways	0	0	0	0	0	7.45828662450477	0	0	0	1	FALSE	7.45828662450477
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known_Reactome	0	0	0	0	0	0	0	0	7.45433020805276	1	FALSE	7.45433020805276
Mitotic G1-G1/S phases_Reactome	7.45222324897212	0	0	0	0	0	0	0	0	1	FALSE	7.45222324897212
Nephrin/Neph1 signaling in the kidney podocyte_PID	0	0	0	0	0	7.44300050141355	0	0	0	1	FALSE	7.44300050141355
One Carbon Metabolism_Wikipathways	0	0	0	0	7.43835961343267	0	0	0	0	1	FALSE	7.43835961343267
Synthesis of wybutosine at G37 of tRNA(Phe)_Reactome	0	0	0	0	0	0	0	0	7.4277646713063	1	FALSE	7.4277646713063
Protein repair_Reactome	0	0	0	0	0	0	0	0	7.4277646713063	1	FALSE	7.4277646713063
Syndecan interactions_Reactome	0	0	0	0	0	0	0	0	7.42093257881258	1	FALSE	7.42093257881258
Mitotic Metaphase/Anaphase Transition_Reactome	7.40376807450546	0	0	0	0	0	0	0	0	1	FALSE	7.40376807450546
Transcriptional regulation of white adipocyte differentiation_Reactome	0	7.3983745309149	0	0	0	0	0	0	0	1	FALSE	7.3983745309149
Regulation of TP53 Expression and Degradation_Reactome	0	0	0	0	0	7.39261335701956	0	0	0	1	FALSE	7.39261335701956
IL8- and CXCR1-mediated signaling events_PID	0	0	0	0	0	0	0	0	7.38597256445531	1	FALSE	7.38597256445531
Influenza A_KEGG	7.38195074656906	0	0	0	0	0	0	0	0	1	FALSE	7.38195074656906
Leptin_NetPath	0	0	0	0	0	7.37006780593213	0	0	0	1	FALSE	7.37006780593213
mRNA capping_HumanCyc	0	0	0	0	0	7.35457767611405	0	0	0	1	FALSE	7.35457767611405
Activation of AMPA receptors_Reactome	0	0	0	0	0	7.35457767611405	0	0	0	1	FALSE	7.35457767611405
serine biosynthesis (phosphorylated route)_HumanCyc	0	0	0	0	0	7.35457767611405	0	0	0	1	FALSE	7.35457767611405
HCN channels_Reactome	0	0	0	0	0	7.35457767611405	0	0	0	1	FALSE	7.35457767611405
Regulation of beta-cell development_Reactome	0	0	0	0	0	7.35457767611405	0	0	0	1	FALSE	7.35457767611405
AKT-mediated inactivation of FOXO1A_Reactome	0	0	0	0	0	7.35457767611405	0	0	0	1	FALSE	7.35457767611405
Regulation of gene expression in beta cells_Reactome	0	0	0	0	0	7.35457767611405	0	0	0	1	FALSE	7.35457767611405
Nicotine Pathway (Dopaminergic Neuron), Pharmacodynamics_PharmGKB	0	0	0	0	0	7.34877795812722	0	0	0	1	FALSE	7.34877795812722
G beta:gamma signalling through PI3Kgamma_Reactome	0	0	0	0	0	7.34877795812722	0	0	0	1	FALSE	7.34877795812722
Purine Nucleoside Phosphorylase Deficiency_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Xanthine Dehydrogenase Deficiency (Xanthinuria)_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Adenylosuccinate Lyase Deficiency_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
AICA-Ribosiduria_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Adenine phosphoribosyltransferase deficiency (APRT)_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Mitochondrial DNA depletion syndrome_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Myoadenylate deaminase deficiency_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Purine Metabolism_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Molybdenum Cofactor Deficiency_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Adenosine Deaminase Deficiency_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Gout or Kelley-Seegmiller Syndrome_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Lesch-Nyhan Syndrome (LNS)_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Xanthinuria type I_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Xanthinuria type II_SMPDB	7.34334520972746	0	0	0	0	0	0	0	0	1	FALSE	7.34334520972746
Glutathione metabolism_KEGG	0	0	0	7.28374983444763	0	0	0	0	0	1	FALSE	7.28374983444763
Platelet Aggregation Inhibitor Pathway, Pharmacodynamics_PharmGKB	0	7.28127040267136	0	0	0	0	0	0	0	1	FALSE	7.28127040267136
Metabolism of vitamins and cofactors_Reactome	0	0	0	7.27930455582644	0	0	0	0	0	1	FALSE	7.27930455582644
BCR signaling pathway_PID	0	0	0	0	0	7.27072158137715	0	0	0	1	FALSE	7.27072158137715
Phenylalanine, tyrosine and tryptophan biosynthesis_KEGG	0	0	0	0	0	0	7.26184356421722	0	0	1	FALSE	7.26184356421722
Circadian rhythm_KEGG	7.24406066604369	0	0	0	0	0	0	0	0	1	FALSE	7.24406066604369
beta-Alanine metabolism_KEGG	0	0	0	0	0	0	0	0	7.24220877812835	1	FALSE	7.24220877812835
The oncogenic action of Succinate_SMPDB	0	0	0	0	0	0	0	0	7.24220877812835	1	FALSE	7.24220877812835
The oncogenic action of Fumarate_SMPDB	0	0	0	0	0	0	0	0	7.24220877812835	1	FALSE	7.24220877812835
Molecules associated with elastic fibres_Reactome	0	0	0	0	0	0	0	0	7.24220877812835	1	FALSE	7.24220877812835
Formation of TC-NER Pre-Incision Complex_Reactome	0	0	0	7.234133990213	0	0	0	0	0	1	FALSE	7.234133990213
White fat cell differentiation_Wikipathways	0	0	0	0	0	7.22194418461847	0	0	0	1	FALSE	7.22194418461847
Invadopodia formation_Reactome	0	0	7.20962466535553	0	0	0	0	0	0	1	FALSE	7.20962466535553
proline biosynthesis_HumanCyc	0	0	7.20962466535553	0	0	0	0	0	0	1	FALSE	7.20962466535553
Transcriptional Regulation by E2F6_Wikipathways	0	0	0	0	0	7.17215787605129	0	0	0	1	FALSE	7.17215787605129
IRE1alpha activates chaperones_Reactome	0	0	0	0	0	7.17215787605129	0	0	0	1	FALSE	7.17215787605129
MASTL Facilitates Mitotic Progression_Reactome	0	0	0	0	0	7.17215787605129	0	0	0	1	FALSE	7.17215787605129
CD4 T cell receptor signaling-NFkB cascade_INOH	7.16461249852985	0	0	0	0	0	0	0	0	1	FALSE	7.16461249852985
Angiopoietin Like Protein 8 Regulatory Pathway_Wikipathways	0	0	0	0	0	7.14994146610696	0	0	0	1	FALSE	7.14994146610696
Longevity regulating pathway - multiple species_KEGG	7.14426039969163	0	0	0	0	0	0	0	0	1	FALSE	7.14426039969163
NCAM signaling for neurite out-growth_Reactome	0	0	0	7.13758313644797	0	0	0	0	0	1	FALSE	7.13758313644797
Signaling of Hepatocyte Growth Factor Receptor_Wikipathways	0	0	0	0	0	0	0	0	7.13343453639109	1	FALSE	7.13343453639109
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins._Reactome	0	0	0	0	0	0	0	0	7.13310837500915	1	FALSE	7.13310837500915
Amine ligand-binding receptors_Reactome	0	0	0	0	0	7.11711419069936	0	0	0	1	FALSE	7.11711419069936
One carbon metabolism and related pathways_Wikipathways	0	7.1147014663479	0	0	0	0	0	0	0	1	FALSE	7.1147014663479
role of erk5 in neuronal survival pathway_BioCarta	0	0	0	0	0	7.08922732799717	0	0	0	1	FALSE	7.08922732799717
thrombin signaling and protease-activated receptors_BioCarta	0	0	0	0	0	7.08922732799717	0	0	0	1	FALSE	7.08922732799717
Desipramine Metabolism Pathway_SMPDB	0	7.08403907244171	0	0	0	0	0	0	0	1	FALSE	7.08403907244171
Biosynthesis of aspirin-triggered D-series resolvins_Reactome	0	7.08403907244171	0	0	0	0	0	0	0	1	FALSE	7.08403907244171
ARL13B-mediated ciliary trafficking of INPP5E_Reactome	0	7.08403907244171	0	0	0	0	0	0	0	1	FALSE	7.08403907244171
Processive synthesis on the C-strand of the telomere_Reactome	7.07978640367494	0	0	0	0	0	0	0	0	1	FALSE	7.07978640367494
Amyotrophic lateral sclerosis (ALS)_Wikipathways	0	0	0	0	0	7.04289078993601	0	0	0	1	FALSE	7.04289078993601
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation_Reactome	7.04097619250551	0	0	0	0	0	0	0	0	1	FALSE	7.04097619250551
Scavenging by Class F Receptors_Reactome	7.04097619250551	0	0	0	0	0	0	0	0	1	FALSE	7.04097619250551
IRAK2 mediated activation of TAK1 complex_Reactome	7.04097619250551	0	0	0	0	0	0	0	0	1	FALSE	7.04097619250551
Processing of DNA double-strand break ends_Reactome	7.02801518901259	0	0	0	0	0	0	0	0	1	FALSE	7.02801518901259
Tuberculosis_KEGG	0	0	0	0	0	7.02170092994013	0	0	0	1	FALSE	7.02170092994013
E2F mediated regulation of DNA replication_Reactome	0	0	0	0	0	7.02061437753806	0	0	0	1	FALSE	7.02061437753806
Signaling by Activin_Reactome	0	0	0	0	0	0	0	0	7.01964885010508	1	FALSE	7.01964885010508
XBP1(S) activates chaperone genes_Reactome	0	0	0	0	0	7.01297592164351	0	0	0	1	FALSE	7.01297592164351
Synthesis of glycosylphosphatidylinositol (GPI)_Reactome	0	0	0	0	0	0	0	0	7.00631365923683	1	FALSE	7.00631365923683
Dopamine Activation of Neurological Reward System_SMPDB	0	0	0	0	0	6.99134793677676	0	0	0	1	FALSE	6.99134793677676
ALK1 signaling events_PID	0	0	0	0	0	0	0	0	6.96738037424473	1	FALSE	6.96738037424473
Glypican 1 network_PID	0	0	0	0	0	0	0	0	6.96738037424473	1	FALSE	6.96738037424473
Formation of RNA Pol II elongation complex _Reactome	0	0	0	6.95438481828963	0	0	0	0	0	1	FALSE	6.95438481828963
RNA Polymerase II Transcription Elongation_Reactome	0	0	0	6.95438481828963	0	0	0	0	0	1	FALSE	6.95438481828963
miR-targeted genes in lymphocytes - TarBase_Wikipathways	0	0	0	0	0	0	0	0	6.93853778188902	1	FALSE	6.93853778188902
Differentiation Pathway_Wikipathways	0	0	0	0	0	0	6.92805304025191	0	0	1	FALSE	6.92805304025191
Stimuli-sensing channels_Reactome	0	0	0	0	6.91612692358638	0	0	0	0	1	FALSE	6.91612692358638
Regulation of Microtubule Cytoskeleton_Wikipathways	0	0	0	0	0	0	0	0	6.91486613125401	1	FALSE	6.91486613125401
adenosine ribonucleotides de novo biosynthesis_HumanCyc	0	0	0	0	0	6.89618586587641	0	0	0	1	FALSE	6.89618586587641
SUMO is conjugated to E1 (UBA2:SAE1)_Reactome	0	0	6.88886215885652	0	0	0	0	0	0	1	FALSE	6.88886215885652
Signaling by Insulin receptor_Reactome	0	0	0	0	0	6.86885077322793	0	0	0	1	FALSE	6.86885077322793
Retinoic acid receptors-mediated signaling_PID	0	0	0	0	0	6.86797517294847	0	0	0	1	FALSE	6.86797517294847
Regulation of TP53 Activity through Acetylation_Reactome	0	0	0	0	0	6.86797517294847	0	0	0	1	FALSE	6.86797517294847
AMPK signaling pathway_KEGG	0	0	0	0	0	6.85232728450099	0	0	0	1	FALSE	6.85232728450099
heparan sulfate biosynthesis_HumanCyc	0	0	0	0	0	0	0	0	6.82708722423382	1	FALSE	6.82708722423382
Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)_Wikipathways	0	0	0	0	0	0	0	6.82144925844306	0	1	FALSE	6.82144925844306
Transport of inorganic cations/anions and amino acids/oligopeptides_Reactome	0	0	0	0	0	0	0	0	6.82087025216622	1	FALSE	6.82087025216622
Circadian Clock_Reactome	0	0	0	0	6.81010902185774	0	0	0	0	1	FALSE	6.81010902185774
Amino acid synthesis and interconversion (transamination)_Reactome	0	0	0	0	6.81010902185774	0	0	0	0	1	FALSE	6.81010902185774
Metabolism of nucleotides_Reactome	0	0	0	0	0	6.80665003364754	0	0	0	1	FALSE	6.80665003364754
Small cell lung cancer_KEGG	0	0	0	0	0	6.80002731568253	0	0	0	1	FALSE	6.80002731568253
Lysine degradation_KEGG	0	6.7623870397716	0	0	0	0	0	0	0	1	FALSE	6.7623870397716
Glycolysis_SMPDB	0	0	0	0	0	6.74407164988336	0	0	0	1	FALSE	6.74407164988336
Glycogenosis, Type VII. Tarui disease_SMPDB	0	0	0	0	0	6.74407164988336	0	0	0	1	FALSE	6.74407164988336
Fanconi-bickel syndrome_SMPDB	0	0	0	0	0	6.74407164988336	0	0	0	1	FALSE	6.74407164988336
Nucleobase biosynthesis_Reactome	0	0	0	0	0	6.74407164988336	0	0	0	1	FALSE	6.74407164988336
Response to metal ions_Reactome	0	0	0	0	0	6.74407164988336	0	0	0	1	FALSE	6.74407164988336
Downregulation of SMAD2/3:SMAD4 transcriptional activity_Reactome	0	0	0	0	0	0	0	0	6.73584747672734	1	FALSE	6.73584747672734
IL-7 Signaling Pathway_Wikipathways	0	0	0	0	0	6.73300302156025	0	0	0	1	FALSE	6.73300302156025
C-MYC pathway_PID	0	0	0	0	0	6.73300302156025	0	0	0	1	FALSE	6.73300302156025
WNT-Ncore_Signalink	0	0	0	0	0	0	0	0	6.72340704681684	1	FALSE	6.72340704681684
Resistin as a regulator of inflammation_Wikipathways	0	0	0	0	0	6.69129844856639	0	0	0	1	FALSE	6.69129844856639
Glucagon signaling in metabolic regulation_Reactome	0	0	0	0	0	6.69129844856639	0	0	0	1	FALSE	6.69129844856639
nfat and hypertrophy of the heart _BioCarta	0	0	0	0	0	6.6741836540152	0	0	0	1	FALSE	6.6741836540152
Imipramine/Desipramine Pathway, Pharmacokinetics_PharmGKB	0	6.67072246812	0	0	0	0	0	0	0	1	FALSE	6.67072246812
Clomipramine Pathway, Pharmacokinetics_PharmGKB	0	6.67072246812	0	0	0	0	0	0	0	1	FALSE	6.67072246812
Codeine Metabolism Pathway_SMPDB	0	6.67072246812	0	0	0	0	0	0	0	1	FALSE	6.67072246812
Clomipramine Metabolism Pathway_SMPDB	0	6.67072246812	0	0	0	0	0	0	0	1	FALSE	6.67072246812
Biosynthesis of E-series 18(R)-resolvins_Reactome	0	6.67072246812	0	0	0	0	0	0	0	1	FALSE	6.67072246812
Biosynthesis of D-series resolvins_Reactome	0	6.67072246812	0	0	0	0	0	0	0	1	FALSE	6.67072246812
Globo Sphingolipid Metabolism_Wikipathways	0	0	0	0	0	6.66829253666129	0	0	0	1	FALSE	6.66829253666129
Canonical Wnt signaling pathway_PID	0	0	0	0	0	6.66829253666129	0	0	0	1	FALSE	6.66829253666129
Receptor-type tyrosine-protein phosphatases_Reactome	0	0	0	0	0	6.66829253666129	0	0	0	1	FALSE	6.66829253666129
Cortisol synthesis and secretion_KEGG	0	0	0	0	0	6.64774500268655	0	0	0	1	FALSE	6.64774500268655
mTOR signaling pathway_PID	0	0	0	0	0	6.64774500268655	0	0	0	1	FALSE	6.64774500268655
BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation_Wikipathways	0	0	0	0	0	0	0	0	6.64568784160851	1	FALSE	6.64568784160851
Dermatan sulfate biosynthesis_Reactome	0	0	0	0	0	0	0	0	6.64568784160851	1	FALSE	6.64568784160851
Beta-oxidation of very long chain fatty acids_Reactome	0	0	0	0	0	0	0	0	6.64568784160851	1	FALSE	6.64568784160851
Establishment of Sister Chromatid Cohesion_Reactome	0	0	0	0	0	0	0	0	6.64568784160851	1	FALSE	6.64568784160851
CMP phosphorylation_HumanCyc	0	0	0	0	0	0	0	0	6.64568784160851	1	FALSE	6.64568784160851
DroToll-like_INOH	6.63038509526206	0	0	0	0	0	0	0	0	1	FALSE	6.63038509526206
basic mechanisms of sumoylation_BioCarta	0	0	6.62699308647169	0	0	0	0	0	0	1	FALSE	6.62699308647169
DNA Damage Recognition in GG-NER_Reactome	0	0	0	0	0	0	0	0	6.59222495070585	1	FALSE	6.59222495070585
Deregulation of Rab and Rab Effector Genes in Bladder Cancer_Wikipathways	0	0	0	0	0	0	0	0	6.58951485502402	1	FALSE	6.58951485502402
Synthesis of PIPs at the early endosome membrane_Reactome	0	0	0	0	0	0	0	0	6.58951485502402	1	FALSE	6.58951485502402
Peroxisome_KEGG	6.58689500219035	0	0	0	0	0	0	0	0	1	FALSE	6.58689500219035
Signaling by NOTCH4_Reactome	6.58422750680386	0	0	0	0	0	0	0	0	1	FALSE	6.58422750680386
Activation of RAS in B cells_Reactome	0	0	0	6.54227139148833	0	0	0	0	0	1	FALSE	6.54227139148833
Fructose catabolism_Reactome	0	0	0	6.54227139148833	0	0	0	0	0	1	FALSE	6.54227139148833
Parkinson disease_KEGG	0	0	0	0	0	0	0	0	6.52370050025431	1	FALSE	6.52370050025431
Translation Factors_Wikipathways	0	0	0	0	0	6.5197600619571	0	0	0	1	FALSE	6.5197600619571
Electron Transport Chain (OXPHOS system in mitochondria)_Wikipathways	0	0	0	0	0	0	0	0	6.51730782809505	1	FALSE	6.51730782809505
adp-ribosylation factor_BioCarta	0	0	0	0	0	6.51156414116534	0	0	0	1	FALSE	6.51156414116534
role of erbb2 in signal transduction and oncology_BioCarta	0	0	0	0	0	6.51156414116534	0	0	0	1	FALSE	6.51156414116534
NOD1/2 Signaling Pathway_Reactome	6.46484249391152	0	0	0	0	0	0	0	0	1	FALSE	6.46484249391152
Histone Modifications_Wikipathways	0	6.45167834752249	0	0	0	0	0	0	0	1	FALSE	6.45167834752249
Ghrelin_NetPath	0	0	0	0	0	6.43173836452198	0	0	0	1	FALSE	6.43173836452198
Homologous recombination_KEGG	6.42832332278484	0	0	0	0	0	0	0	0	1	FALSE	6.42832332278484
Intraflagellar transport_Reactome	6.42832332278484	0	0	0	0	0	0	0	0	1	FALSE	6.42832332278484
Mammary gland development pathway - Puberty (Stage 2 of 4)_Wikipathways	0	0	0	0	0	6.42151960088151	0	0	0	1	FALSE	6.42151960088151
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex_Reactome	0	0	0	0	0	6.42151960088151	0	0	0	1	FALSE	6.42151960088151
D-myo-inositol (1,4,5)-trisphosphate degradation_HumanCyc	0	0	0	0	0	6.42151960088151	0	0	0	1	FALSE	6.42151960088151
ERKs are inactivated_Reactome	0	0	0	0	0	6.42151960088151	0	0	0	1	FALSE	6.42151960088151
alk in cardiac myocytes_BioCarta	0	0	0	0	0	0	0	0	6.40923393125409	1	FALSE	6.40923393125409
