pathway	pvalue	fdr
Ammonia Recycling_SMPDB	1	1
Glycine and Serine Metabolism_SMPDB	1	1
Pterine Biosynthesis_SMPDB	1	1
Tyrosine Metabolism_SMPDB	1	1
Beta-Alanine Metabolism_SMPDB	1	1
Olmesartan Action Pathway_SMPDB	1	1
Losartan Action Pathway_SMPDB	1	1
Irbesartan Action Pathway_SMPDB	1	1
Forasartan Action Pathway_SMPDB	1	1
Adenylosuccinate Lyase Deficiency_SMPDB	1	1
Valsartan Action Pathway_SMPDB	1	1
Telmisartan Action Pathway_SMPDB	1	1
The oncogenic action of Succinate_SMPDB	1	1
Alkaptonuria_SMPDB	1	1
AICA-Ribosiduria_SMPDB	1	1
The oncogenic action of Fumarate_SMPDB	1	1
Vasopressin Regulation of Water Homeostasis_SMPDB	1	1
Primary hyperoxaluria II, PH2_SMPDB	1	1
Pyruvate kinase deficiency_SMPDB	1	1
Thyroid hormone synthesis_SMPDB	1	1
Apparent mineralocorticoid excess syndrome_SMPDB	1	1
3-Beta-Hydroxysteroid Dehydrogenase Deficiency_SMPDB	1	1
2-aminoadipic 2-oxoadipic aciduria_SMPDB	1	1
Rosuvastatin Action Pathway_SMPDB	1	1
Pyruvate dehydrogenase deficiency (E3)_SMPDB	1	1
Lovastatin Action Pathway_SMPDB	1	1
Pyruvate dehydrogenase deficiency (E2)_SMPDB	1	1
2-ketoglutarate dehydrogenase complex deficiency_SMPDB	1	1
Mitochondrial complex II deficiency_SMPDB	1	1
Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD)_SMPDB	1	1
Fumarase deficiency_SMPDB	1	1
Congenital lactic acidosis_SMPDB	1	1
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)_SMPDB	1	1
Methadone Metabolism Pathway_SMPDB	1	1
Imipramine Metabolism Pathway_SMPDB	1	1
Desipramine Metabolism Pathway_SMPDB	1	1
Lidocaine (Local Anaesthetic) Metabolism Pathway_SMPDB	1	1
Codeine Metabolism Pathway_SMPDB	1	1
Morphine Metabolism Pathway_SMPDB	1	1
Heroin Metabolism Pathway_SMPDB	1	1
Adefovir Dipivoxil Metabolism Pathway_SMPDB	1	1
Dipyridamole (Antiplatelet) Action Pathway_SMPDB	1	1
Abciximab Action Pathway_SMPDB	1	1
Gaucher Disease_SMPDB	1	1
Globoid Cell Leukodystrophy_SMPDB	1	1
Ticlopidine Action Pathway_SMPDB	1	1
Cilostazol Action Pathway_SMPDB	1	1
Intracellular Signalling Through PGD2 receptor and Prostaglandin D2_SMPDB	1	1
Hereditary Coproporphyria (HCP)_SMPDB	1	1
Hypermethioninemia_SMPDB	1	1
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)_SMPDB	1	1
Metachromatic Leukodystrophy (MLD)_SMPDB	1	1
Porphyria Variegata (PV)_SMPDB	1	1
Congenital Erythropoietic Porphyria (CEP) or Gunther Disease_SMPDB	1	1
Acute Intermittent Porphyria_SMPDB	1	1
Methotrexate Action Pathway_SMPDB	1	1
Docetaxel Action Pathway_SMPDB	1	1
Paclitaxel Action Pathway_SMPDB	1	1
Vincristine Action Pathway_SMPDB	1	1
Vinblastine Action Pathway_SMPDB	1	1
Vinorelbine Action Pathway_SMPDB	1	1
Vindesine Action Pathway_SMPDB	1	1
Sulfite oxidase deficiency_SMPDB	1	1
Monoamine oxidase-a deficiency (MAO-A)_SMPDB	1	1
Adenine phosphoribosyltransferase deficiency (APRT)_SMPDB	1	1
Mitochondrial DNA depletion syndrome_SMPDB	1	1
Myoadenylate deaminase deficiency_SMPDB	1	1
Capecitabine Metabolism Pathway_SMPDB	1	1
Malate-Aspartate Shuttle_SMPDB	1	1
Gluconeogenesis_SMPDB	1	1
Glucose-Alanine Cycle_SMPDB	1	1
Phenylacetate Metabolism_SMPDB	1	1
Glycerol Phosphate Shuttle_SMPDB	1	1
Betaine Metabolism_SMPDB	1	1
Nalbuphine Action Pathway_SMPDB	1	1
Ketobemidone  Action Pathway_SMPDB	1	1
Folate Metabolism_SMPDB	1	1
Beta Oxidation of Very Long Chain Fatty Acids_SMPDB	1	1
Purine Metabolism_SMPDB	1	1
Citric Acid Cycle_SMPDB	1	1
Alanine Metabolism_SMPDB	1	1
Fatty Acid Elongation In Mitochondria_SMPDB	1	1
Hawkinsinuria_SMPDB	1	1
Starch and Sucrose Metabolism_SMPDB	1	1
Leigh Syndrome_SMPDB	1	1
Lidocaine (Local Anaesthetic) Action Pathway_SMPDB	1	1
Mepivacaine Action Pathway_SMPDB	1	1
Chloroprocaine Action Pathway_SMPDB	1	1
Cocaine Action Pathway_SMPDB	1	1
Dibucaine Action Pathway_SMPDB	1	1
Levobupivacaine Action Pathway_SMPDB	1	1
Tay-Sachs Disease_SMPDB	1	1
Insulin Signalling_SMPDB	1	1
Benzocaine Action Pathway_SMPDB	1	1
Bupivacaine Action Pathway_SMPDB	1	1
Gastric Acid Production_SMPDB	1	1
Gamma-Glutamyltransferase Deficiency_SMPDB	1	1
Glycogenosis, Type IA. Von gierke disease_SMPDB	1	1
Joubert syndrome_SMPDB	1	1
Angiotensin Metabolism_SMPDB	1	1
Coagulation _SMPDB	1	1
Plasmalogen Synthesis_SMPDB	1	1
Panitumumab Action Pathway_SMPDB	1	1
Cetuximab Action Pathway_SMPDB	1	1
Trastuzumab Action Pathway_SMPDB	1	1
Fluorouracil Action Pathway_SMPDB	1	1
Gefitinib Action Pathway_SMPDB	1	1
Erlotinib Action Pathway_SMPDB	1	1
Glycogenosis, Type IC_SMPDB	1	1
UMP Synthase Deiciency (Orotic Aciduria)_SMPDB	1	1
21-hydroxylase deficiency (CYP21)_SMPDB	1	1
Corticosterone methyl oxidase I deficiency (CMO I)_SMPDB	1	1
Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type_SMPDB	1	1
Pyridoxine dependency with seizures_SMPDB	1	1
Fanconi-bickel syndrome_SMPDB	1	1
Tyrosinemia Type I_SMPDB	1	1
Levorphanol Action Pathway_SMPDB	1	1
Propoxyphene Action Pathway_SMPDB	1	1
Tramadol Action Action Pathway_SMPDB	1	1
Corticosterone methyl oxidase II deficiency - CMO II_SMPDB	1	1
Diphenoxylate Action Pathway_SMPDB	1	1
Anileridine Action Pathway_SMPDB	1	1
Saccharopinuria/Hyperlysinemia II_SMPDB	1	1
Nizatidine Action Pathway_SMPDB	1	1
Cimetidine Action Pathway_SMPDB	1	1
Famotidine Action Pathway_SMPDB	1	1
Ranitidine Action Pathway_SMPDB	1	1
Methadone Action Pathway_SMPDB	1	1
Oxycodone Action Pathway_SMPDB	1	1
Oxybuprocaine Action Pathway_SMPDB	1	1
Prilocaine Action Pathway_SMPDB	1	1
Bone Morphogenic Protein (BMP) Signalling and Regulation_Wikipathways	1	1
Procaine Action Pathway_SMPDB	1	1
Proparacaine Action Pathway_SMPDB	1	1
Ropivacaine Action Pathway_SMPDB	1	1
Codeine Action Pathway_SMPDB	1	1
Morphine Action Pathway_SMPDB	1	1
Heroin Action Pathway_SMPDB	1	1
Alpha Linolenic Acid and Linoleic Acid Metabolism_SMPDB	1	1
Glutathione Metabolism_SMPDB	1	1
Cysteine Metabolism_SMPDB	1	1
Catecholamine Biosynthesis_SMPDB	1	1
Inositol Metabolism_SMPDB	1	1
Nucleotide Sugars Metabolism_SMPDB	1	1
Spirapril Action Pathway_SMPDB	1	1
Trandolapril Action Pathway_SMPDB	1	1
Ramipril Action Pathway_SMPDB	1	1
Rescinnamine Action Pathway_SMPDB	1	1
Perindopril Action Pathway_SMPDB	1	1
Quinapril Action Pathway_SMPDB	1	1
Lisinopril Action Pathway_SMPDB	1	1
Moexipril Action Pathway_SMPDB	1	1
Candesartan Action Pathway_SMPDB	1	1
Eprosartan Action Pathway_SMPDB	1	1
Nucleotide Excision Repair _SMPDB	1	1
Histidinemia_SMPDB	1	1
Glucose-6-phosphate dehydrogenase deficiency_SMPDB	1	1
Ribose-5-phosphate isomerase deficiency_SMPDB	1	1
Glutaminolysis and Cancer_SMPDB	1	1
Tramadol Metabolism Pathway_SMPDB	1	1
Venlafaxine Metabolism Pathway_SMPDB	1	1
Valproic Acid Metabolism Pathway_SMPDB	1	1
Felbamate Metabolism Pathway_SMPDB	1	1
Mevalonic aciduria_SMPDB	1	1
Prednisone Metabolism Pathway_SMPDB	1	1
Tenofovir Metabolism Pathway_SMPDB	1	1
Wolman disease_SMPDB	1	1
The oncogenic action of 2-hydroxyglutarate_SMPDB	1	1
Clomipramine Metabolism Pathway_SMPDB	1	1
Oxidation of Branched Chain Fatty Acids_SMPDB	1	1
sarcosine oncometabolite pathway _SMPDB	1	1
Bivalirudin Action Pathway_SMPDB	1	1
Argatroban Action Pathway_SMPDB	1	1
Ardeparin Action Pathway_SMPDB	1	1
Heparin Action Pathway_SMPDB	1	1
Fondaparinux Action Pathway_SMPDB	1	1
Enoxaparin Action Pathway_SMPDB	1	1
Phenprocoumon Action Pathway_SMPDB	1	1
Dicumarol Action Pathway_SMPDB	1	1
Glycerolipid Metabolism_SMPDB	1	1
Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease_SMPDB	1	1
Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia due to 17 Alpha-hydroxylase Deficiency_SMPDB	1	1
Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia due to 21-hydroxylase Deficiency_SMPDB	1	1
Ximelagatran Action Pathway_SMPDB	1	1
Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH_SMPDB	1	1
Spermidine and Spermine Biosynthesis_SMPDB	1	1
Gemcitabine Action Pathway_SMPDB	1	1
Cyclophosphamide Action Pathway_SMPDB	1	1
Prednisone Action Pathway_SMPDB	1	1
Prednisolone Action Pathway_SMPDB	1	1
Transaldolase deficiency_SMPDB	1	1
Ethanol Degradation_SMPDB	1	1
Fabry disease_SMPDB	1	1
Sorafenib Metabolism Pathway_SMPDB	1	1
Risedronate Action Pathway_SMPDB	1	1
Cerivastatin Action Pathway_SMPDB	1	1
Pamidronate Action Pathway_SMPDB	1	1
Fluvastatin Action Pathway_SMPDB	1	1
Acetaminophen Metabolism Pathway_SMPDB	1	1
Doxepin Metabolism Pathway_SMPDB	1	1
Biotin Metabolism_SMPDB	1	1
Ubiquinone Biosynthesis_SMPDB	1	1
Pyruvate Metabolism_SMPDB	1	1
Glycerol Kinase Deficiency_SMPDB	1	1
Glutaric Aciduria Type I_SMPDB	1	1
Androgen and Estrogen Metabolism_SMPDB	1	1
Prednisolone Metabolism Pathway_SMPDB	1	1
Smith-Lemli-Opitz Syndrome (SLOS)_SMPDB	1	1
Chondrodysplasia Punctata II, X Linked Dominant (CDPX2)_SMPDB	1	1
CHILD Syndrome_SMPDB	1	1
Desmosterolosis_SMPDB	1	1
Homocarnosinosis_SMPDB	1	1
Levomethadyl Acetate Metabolism Pathway_SMPDB	1	1
The oncogenic action of L-2-hydroxyglutarate in  Hydroxygluaricaciduria_SMPDB	1	1
The oncogenic action of D-2-hydroxyglutarate in  Hydroxygluaricaciduria _SMPDB	1	1
Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin_SMPDB	1	1
Hyperinsulinism-Hyperammonemia Syndrome_SMPDB	1	1
Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone_SMPDB	1	1
Glutathione Synthetase Deficiency_SMPDB	1	1
Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)_SMPDB	1	1
Intracellular Signalling Through Histamine H2 Receptor and Histamine_SMPDB	1	1
Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids_SMPDB	1	1
Dimethylglycine Dehydrogenase Deficiency_SMPDB	1	1
Hyperglycinemia, non-ketotic_SMPDB	1	1
Dopa-responsive dystonia_SMPDB	1	1
Hyperphenylalaniemia due to guanosine triphosphate cyclohydrolase deficiency_SMPDB	1	1
Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps)_SMPDB	1	1
Hyperphenylalaninemia due to dhpr-deficiency_SMPDB	1	1
Succinic semialdehyde dehydrogenase deficiency_SMPDB	1	1
17-alpha-hydroxylase deficiency (CYP17)_SMPDB	1	1
Aromatase deficiency_SMPDB	1	1
Multiple carboxylase deficiency, neonatal or early onset form_SMPDB	1	1
Triosephosphate isomerase_SMPDB	1	1
Fructose-1,6-diphosphatase deficiency_SMPDB	1	1
Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)_SMPDB	1	1
Thioguanine Metabolism Pathway_SMPDB	1	1
Celecoxib Metabolism Pathway_SMPDB	1	1
Pancreas Function_SMPDB	1	1
Succinyl CoA: 3-ketoacid CoA transferase deficiency_SMPDB	1	1
Hypercholesterolemia_SMPDB	1	1
Phenylketonuria_SMPDB	1	1
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)_SMPDB	1	1
Molybdenum Cofactor Deficiency_SMPDB	1	1
Alfentanil Action Pathway_SMPDB	1	1
Oxymorphone Action Pathway_SMPDB	1	1
Hydrocodone Action Pathway_SMPDB	1	1
Hydromorphone Action Pathway_SMPDB	1	1
Sufentanil Action Pathway_SMPDB	1	1
Remifentanil Action Pathway_SMPDB	1	1
Fentanyl Action Pathway_SMPDB	1	1
Carfentanil Action Pathway_SMPDB	1	1
Fosinopril Action Pathway_SMPDB	1	1
Enalapril Action Pathway_SMPDB	1	1
Taurine and Hypotaurine Metabolism_SMPDB	1	1
Pantothenate and CoA Biosynthesis_SMPDB	1	1
Porphyrin Metabolism_SMPDB	1	1
Phospholipid Biosynthesis_SMPDB	1	1
Caffeine Metabolism_SMPDB	1	1
Selenoamino Acid Metabolism_SMPDB	1	1
Benazepril Action Pathway_SMPDB	1	1
Adenosine Deaminase Deficiency_SMPDB	1	1
Cilazapril Action Pathway_SMPDB	1	1
Captopril Action Pathway_SMPDB	1	1
Cystinosis, ocular nonnephropathic_SMPDB	1	1
Felodipine Metabolism Pathway_SMPDB	1	1
Betazole Action Pathway_SMPDB	1	1
Roxatidine acetate Action Pathway_SMPDB	1	1
Metiamide Action Pathway_SMPDB	1	1
Temocapril Metabolism Pathway_SMPDB	1	1
Fosphenytoin (Antiarrhythmic) Metabolism Pathway_SMPDB	1	1
Tyrosinemia Type 3 (TYRO3)_SMPDB	1	1
Lepirudin Action Pathway_SMPDB	1	1
Fluorouracil Metabolism Pathway_SMPDB	1	1
Gemcitabine Metabolism Pathway_SMPDB	1	1
D-glyceric acidura_SMPDB	1	1
Cyclophosphamide Metabolism Pathway_SMPDB	1	1
Hyperlysinemia II or Saccharopinuria_SMPDB	1	1
Dimethylglycine Dehydrogenase Deficiency_SMPDB	1	1
4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency_SMPDB	1	1
Salla Disease/Infantile Sialic Acid Storage Disease_SMPDB	1	1
Pirenzepine Action Pathway_SMPDB	1	1
Sarcosinemia_SMPDB	1	1
Gout or Kelley-Seegmiller Syndrome_SMPDB	1	1
Lesch-Nyhan Syndrome (LNS)_SMPDB	1	1
Steroid Biosynthesis_SMPDB	1	1
Tyrosinemia Type 2 (or Richner-Hanhart syndrome)_SMPDB	1	1
Krabbe disease_SMPDB	1	1
Lactose Degradation_SMPDB	1	1
Fatty Acid Biosynthesis_SMPDB	1	1
Homocysteine Degradation_SMPDB	1	1
Repaglinide Action Pathway_SMPDB	1	1
Nateglinide Action Pathway_SMPDB	1	1
Refsum Disease_SMPDB	1	1
Phytanic Acid Peroxisomal Oxidation_SMPDB	1	1
Adrenoleukodystrophy, X-linked_SMPDB	1	1
Carnitine-acylcarnitine translocase deficiency_SMPDB	1	1
Gamma-cystathionase deficiency (CTH)_SMPDB	1	1
Homocystinuria, cystathionine beta-synthase deficiency_SMPDB	1	1
Xanthinuria type I_SMPDB	1	1
Xanthinuria type II_SMPDB	1	1
Pyruvaldehyde Degradation_SMPDB	1	1
Lactose Intolerance_SMPDB	1	1
5-Oxoprolinuria_SMPDB	1	1
Zoledronate Action Pathway_SMPDB	1	1
Dopamine Activation of Neurological Reward System_SMPDB	1	1
11-beta-hydroxylase deficiency (CYP11B1)_SMPDB	1	1
3-Methylthiofentanyl Action Pathway_SMPDB	1	1
Methadyl Acetate Action Pathway_SMPDB	1	1
Glycogenosis, Type IB_SMPDB	1	1
Ibandronate Action Pathway_SMPDB	1	1
Ketone Body Metabolism_SMPDB	1	1
Riboflavin Metabolism_SMPDB	1	1
Butyrate Metabolism_SMPDB	1	1
Glutamate Metabolism_SMPDB	1	1
Thiamine Metabolism_SMPDB	1	1
Aromatic L-Aminoacid Decarboxylase Deficiency_SMPDB	1	1
Beta Ureidopropionase Deficiency_SMPDB	1	1
Biotinidase Deficiency_SMPDB	1	1
Cystathionine Beta-Synthase Deficiency_SMPDB	1	1
Dihydropyrimidinase Deficiency_SMPDB	1	1
Toxicity of botulinum toxin type C (BoNT/C)_Reactome	1	1
Dihydropyrimidine Dehydrogenase Deficiency (DHPD)_SMPDB	1	1
Dezocine Action Pathway_SMPDB	1	1
NOTCH-Core_Signalink	1	1
EGF-Core_Signalink	1	1
IGF-Ncore_Signalink	1	1
WNT-Ncore_Signalink	1	1
NHR_Signalink	1	1
TGF-Ncore_Signalink	1	1
JAK-STAT-Ncore_Signalink	1	1
EGF-Ncore_Signalink	1	1
NOTCH-Ncore_Signalink	1	1
Apoptosis Modulation and Signaling_Wikipathways	1	1
Translation Factors_Wikipathways	1	1
IL-5 Signaling Pathway_Wikipathways	1	1
Pentose Phosphate Metabolism_Wikipathways	1	1
Phase I biotransformations, non P450_Wikipathways	1	1
Ganglio Sphingolipid Metabolism_Wikipathways	1	1
Nucleotide-binding Oligomerization Domain (NOD) pathway_Wikipathways	1	1
Osteopontin Signaling_Wikipathways	1	1
Influenza A virus infection_Wikipathways	1	1
Regulation of toll-like receptor signaling pathway_Wikipathways	1	1
Serotonin Transporter Activity_Wikipathways	1	1
Target Of Rapamycin (TOR) Signaling_Wikipathways	1	1
Glycine Metabolism_Wikipathways	1	1
Physiological and Pathological Hypertrophy of the Heart_Wikipathways	1	1
Vitamin D Metabolism_Wikipathways	1	1
Energy Metabolism_Wikipathways	1	1
MicroRNAs in cardiomyocyte hypertrophy_Wikipathways	1	1
TFs Regulate miRNAs related to cardiac hypertrophy_Wikipathways	1	1
Folate-Alcohol and Cancer Pathway Hypotheses_Wikipathways	1	1
Fluoropyrimidine Activity_Wikipathways	1	1
Nicotine Activity on Dopaminergic Neurons_Wikipathways	1	1
Nicotine Activity on Chromaffin Cells_Wikipathways	1	1
Codeine and Morphine Metabolism_Wikipathways	1	1
Nuclear Receptors_Wikipathways	1	1
TP53 Network_Wikipathways	1	1
Cell Cycle Checkpoints_Wikipathways	1	1
DDX58-IFIH1-mediated induction of interferon-alpha-beta_Wikipathways	1	1
Signaling by ROBO receptors_Wikipathways	1	1
Cori Cycle_Wikipathways	1	1
IL-1 signaling pathway_Wikipathways	1	1
Cholesterol Biosynthesis Pathway_Wikipathways	1	1
Integrated Cancer Pathway_Wikipathways	1	1
Thyroxine (Thyroid Hormone) Production_Wikipathways	1	1
Sterol Regulatory Element-Binding Proteins (SREBP) signalling_Wikipathways	1	1
Genes targeted by miRNAs in adipocytes_Wikipathways	1	1
SREBF and miR33 in cholesterol and lipid homeostasis_Wikipathways	1	1
miRs in Muscle Cell Differentiation_Wikipathways	1	1
Cell Differentiation - Index_Wikipathways	1	1
Human Thyroid Stimulating Hormone (TSH) signaling pathway_Wikipathways	1	1
Follicle Stimulating Hormone (FSH) signaling pathway_Wikipathways	1	1
Prolactin Signaling Pathway_Wikipathways	1	1
Factors involved in megakaryocyte development and platelet production_Wikipathways	1	1
Interferon alpha-beta signaling_Wikipathways	1	1
Mitotic G1-G1-S phases_Wikipathways	1	1
Mitotic G2-G2-M phases_Wikipathways	1	1
Circadian Clock_Wikipathways	1	1
Interferon gamma signaling_Wikipathways	1	1
Interleukin-1 family signaling_Wikipathways	1	1
Intrinsic Pathway for Apoptosis_Wikipathways	1	1
Homologous recombination_Wikipathways	1	1
Activation of gene expression by SREBF (SREBP)_Wikipathways	1	1
Signaling by NOTCH2_Wikipathways	1	1
Blood Clotting Cascade_Wikipathways	1	1
Signaling by NOTCH1_Wikipathways	1	1
Signaling by NOTCH3_Wikipathways	1	1
Regulation of Hypoxia-inducible Factor (HIF) by oxygen_Wikipathways	1	1
Incretin synthesis, secretion, and inactivation_Wikipathways	1	1
YAP1- and WWTR1 (TAZ)-stimulated gene expression_Wikipathways	1	1
ATF4 activates genes_Wikipathways	1	1
Transcriptional activity of SMAD2-SMAD3-SMAD4 heterotrimer_Wikipathways	1	1
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways_Wikipathways	1	1
TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway_Wikipathways	1	1
Alzheimers Disease_Wikipathways	1	1
Fatty Acid Omega Oxidation_Wikipathways	1	1
IL17 signaling pathway_Wikipathways	1	1
Type III interferon signaling_Wikipathways	1	1
IL-9 Signaling Pathway_Wikipathways	1	1
exRNA mechanism of action and biogenesis_Wikipathways	1	1
Serotonin and anxiety_Wikipathways	1	1
Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway_Wikipathways	1	1
Metastatic brain tumor_Wikipathways	1	1
Pilocytic astrocytoma_Wikipathways	1	1
Androgen Receptor Network in Prostate Cancer_Wikipathways	1	1
Drug Induction of Bile Acid Pathway_Wikipathways	1	1
Deregulation of Rab and Rab Effector Genes in Bladder Cancer_Wikipathways	1	1
B Cell Receptor Signaling Pathway_Wikipathways	1	1
TNF alpha Signaling Pathway_Wikipathways	1	1
Interleukin-11 Signaling Pathway_Wikipathways	1	1
Trans-sulfuration pathway_Wikipathways	1	1
miRNA Biogenesis_Wikipathways	1	1
Corticotropin-releasing hormone signaling pathway_Wikipathways	1	1
Gastric Cancer Network 1_Wikipathways	1	1
Histone Modifications_Wikipathways	1	1
Glucocorticoid and Mineralcorticoid Metabolism_Wikipathways	1	1
Oncostatin M Signaling Pathway_Wikipathways	1	1
C-type lectin receptors (CLRs)_Wikipathways	1	1
BMAL1-CLOCK,NPAS2 activates circadian gene expression_Wikipathways	1	1
RORA activates gene expression_Wikipathways	1	1
Peptide GPCRs_Wikipathways	1	1
One Carbon Metabolism_Wikipathways	1	1
Quercetin and Nf-kB- AP-1 Induced Cell Apoptosis_Wikipathways	1	1
Dopamine metabolism_Wikipathways	1	1
Alpha 6 Beta 4 signaling pathway_Wikipathways	1	1
Amyotrophic lateral sclerosis (ALS)_Wikipathways	1	1
TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc)_Wikipathways	1	1
HIF1A and PPARG regulation of glycolysis_Wikipathways	1	1
NAD Biosynthesis II (from tryptophan)_Wikipathways	1	1
Nanomaterial induced apoptosis_Wikipathways	1	1
Nanoparticle triggered autophagic cell death_Wikipathways	1	1
Nanoparticle triggered regulated necrosis_Wikipathways	1	1
ATM Signaling Pathway_Wikipathways	1	1
Trans-sulfuration and one carbon metabolism_Wikipathways	1	1
PDGF Pathway_Wikipathways	1	1
T-Cell Receptor and Co-stimulatory Signaling_Wikipathways	1	1
Gastric acid production_Wikipathways	1	1
Secretion of Hydrochloric Acid in Parietal Cells_Wikipathways	1	1
Signal Transduction of S1P Receptor_Wikipathways	1	1
Common Pathways Underlying Drug Addiction_Wikipathways	1	1
Structural Pathway of Interleukin 1 (IL-1)_Wikipathways	1	1
Aripiprazole Metabolic Pathway_Wikipathways	1	1
Heroin metabolism_Wikipathways	1	1
Lidocaine metabolism_Wikipathways	1	1
ATF6 (ATF6-alpha) activates chaperone genes_Wikipathways	1	1
Interleukin-7 signaling_Wikipathways	1	1
Notch Signaling_Wikipathways	1	1
S Phase_Wikipathways	1	1
Degradation of beta-catenin by the destruction complex_Wikipathways	1	1
Signaling by ERBB4_Wikipathways	1	1
Pre-NOTCH Expression and Processing_Wikipathways	1	1
Cardiac Hypertrophic Response_Wikipathways	1	1
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)_Wikipathways	1	1
RHO GTPases Activate Formins_Wikipathways	1	1
Felbamate Metabolism_Wikipathways	1	1
Transcriptional regulation of pluripotent stem cells_Wikipathways	1	1
Cocaine metabolism_Wikipathways	1	1
Proprotein convertase subtilisin-kexin type 9 (PCSK9) mediated LDL receptor degradation_Wikipathways	1	1
Hematopoietic Stem Cell Differentiation_Wikipathways	1	1
Endoderm Differentiation_Wikipathways	1	1
Gene regulatory network modelling somitogenesis_Wikipathways	1	1
Dopaminergic Neurogenesis_Wikipathways	1	1
IL-3 Signaling Pathway_Wikipathways	1	1
IL1 and megakaryocytes in obesity_Wikipathways	1	1
mir34a and TGIF2 in osteoclastogenesis_Wikipathways	1	1
TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer_Wikipathways	1	1
Extracellular vesicle-mediated signaling in recipient cells_Wikipathways	1	1
Liver X Receptor Pathway_Wikipathways	1	1
Farnesoid X Receptor Pathway_Wikipathways	1	1
NLR Proteins_Wikipathways	1	1
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation_Wikipathways	1	1
Senescence-Associated Secretory Phenotype (SASP)_Wikipathways	1	1
NR1D1 (REV-ERBA) represses gene expression_Wikipathways	1	1
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3_Wikipathways	1	1
Ovarian Infertility Genes_Wikipathways	1	1
Oxidative Stress Induced Senescence_Wikipathways	1	1
FTO Obesity Variant Mechanism_Wikipathways	1	1
Lipid storage and perilipins in skeletal muscle_Wikipathways	1	1
Interactome of polycomb repressive complex 2 (PRC2)_Wikipathways	1	1
DDX1 as a regulatory component of the Drosha microprocessor_Wikipathways	1	1
Hypoxia-mediated EMT and Stemness_Wikipathways	1	1
Nuclear Receptors in Lipid Metabolism and Toxicity_Wikipathways	1	1
Phytochemical activity on NRF2 transcriptional activation_Wikipathways	1	1
Kit receptor signaling pathway_Wikipathways	1	1
Synthesis and Degradation of Ketone Bodies_Wikipathways	1	1
Signaling of Hepatocyte Growth Factor Receptor_Wikipathways	1	1
Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation_Wikipathways	1	1
Osteoblast Signaling_Wikipathways	1	1
Triacylglyceride Synthesis_Wikipathways	1	1
Overview of nanoparticle effects_Wikipathways	1	1
Chemical Compounds to monitor Proteins_Wikipathways	1	1
MFAP5-mediated ovarian cancer cell motility and invasiveness_Wikipathways	1	1
eIF5A regulation in response to inhibition of the nuclear export system_Wikipathways	1	1
Oncogene Induced Senescence_Wikipathways	1	1
Hedgehog ,on, state_Wikipathways	1	1
Hedgehog ,off, state_Wikipathways	1	1
Mitochondrial biogenesis_Wikipathways	1	1
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation_Wikipathways	1	1
TCF dependent signaling in response to WNT_Wikipathways	1	1
TP53 Regulates Metabolic Genes_Wikipathways	1	1
Evolocumab Mechanism_Wikipathways	1	1
Initiation of transcription and translation elongation at the HIV-1 LTR_Wikipathways	1	1
Demo complete_Wikipathways	1	1
Synthesis, secretion, and deacylation of Ghrelin_Wikipathways	1	1
Regulation of beta-cell development_Wikipathways	1	1
Zinc homeostasis_Wikipathways	1	1
Beta-catenin independent WNT signaling_Wikipathways	1	1
DNA Damage-Telomere Stress Induced Senescence_Wikipathways	1	1
Fatty Acid Biosynthesis_Wikipathways	1	1
Surfactant metabolism_Wikipathways	1	1
Methionine De Novo and Salvage Pathway_Wikipathways	1	1
Demo_Wikipathways	1	1
MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma_Wikipathways	1	1
Circadian rythm related genes_Wikipathways	1	1
mir-124 predicted interactions with cell cycle and differentiation_Wikipathways	1	1
Composition of Lipid Particles_Wikipathways	1	1
