from	to
170961	8805
54949	8805
81576	8805
9061	8805
6745	8805
54544	8805
58478	7329
26205	7329
5903-5905-7341-8021-9972-23225-23636	7329
7341-10054-10055	7329
9726	7329
23039	7329
10054-10055	7329
23384	7329
64397	7329
84878	7329
4059	7329
5119	7329
3775	7329
54442	7329
128866	7329
493829	7329
9189	7329
11077	7329
6612-6613-10054-10055	7329
54542	7329
140739	9039
5756	9039
221294	9039
51506	9039
83871	4089
904-905-1025	4089
693230	4089
1745	4089
4089	1745
9392	4089
10457	4089
892-1024	4089
23682	4089
83440	10474
5994	6597
3684-3689	3146_3148
1069-5887-7508	3146_3148
63974	3146_3148
3237	3146_3148
3234	3146_3148
147912	3146_3148
55183	3146_3148
1463	3146_3148
7507	3146_3148
2956-4436	3146_3148
6675	7706
10159	7704
7704	10159
7076	7704
7732	7704
540	7704
4861	405
6945	405
9321	405
100616301	6623
100422864	367
207-2932-4193	367
3065-25942-64800	367
8644	367
367	8644
207-26060	367
24148	367
64800	367
55062	367
2274-27043	367
80853	367
23780	367
5702	367
219333	367
6319	367
116931	367
2099-6714	367
693219	367
11315-64800	367
896-984	367
367	896-984
57786	367
142-2547-3303-3309-3312-3320-7150-7184	367
6714-27043	367
51389	367
1499-6925	367
5926	367
221037	367
5518	367
55635	367
6835	6776_6777
57037	6776_6777
54812	6776_6777
375260	6776_6777
2185-5781	6776_6777
2066-3084	6776_6777
10741	5934
1875-7027	5934
1063	5934
91750	5934
316	5933
51293	5933
65989	4851
4242	4851
5986	4851
4237	4851
27255	4851
54567	4851
4851	54567
390	4851
4851	390
2146-5928-5931-8726-23512	5927
5515-28227	5925
1019-1021-1029	5925
595-1387	5925
595-1021	5925
207-5894	5925
595-1017	5925
10207	7249
51256	7249
57103	7249
26233	7249
8451	7249
51123	5881
51503	5881
283932	5881
26121	29966
65123	23613
22863	8678
257397	8678
55626	8678
152007	8678
3708	8678
8678	3708
81929	8678
9711	8678
1468	8678
10939	8678
10999	8678
80183	8678
81671	8678
1182	9351
51203	9351
114112	5914
3431	5914
1382	5914
8092	5914
27000	5914
10936	5914
26038	5914
26953	23210
50626	23210
400566	23210
10042	23210
51538	23210
55106	23210
91687	23210
6738	23210
84950	23210
84081	23210
63926	23210
58517	23210
23181	23210
10059	23210
157313	23210
6433	23210
55726	23210
5911	2286
10564	2286
9654	27043
54881	27043
4437	4436
4595	4436
5139	4436
5378	4436
2067	4436
83892	5111
7319-56852	5111
9937	5111
79621	5111
5422-5557-5558-5981-5982-5983-5984-5985-23649	5111
22944	5111
6347	5111
94239	5111
5982-5983-5984-5985	5111
8208-10036	5111
7334-7336	5111
26073	5111
6674	5111
79915	5111
146059	5111
5424-5425-10714-57804	5111
5426-5427	5111
5111	5426-5427
5981-5982-5983-5984-5985	5111
6117-6118-6119	5111
55582-374654	2737
79659	2737
1024-5469-9439-9968-10001	2737
26160	2737
51715	2737
10550	4149
4611	4149
4610	4149
10226	4149
116448	55636
55897	2626
727800	22954
5152	22954
10600	6926
2962-2963-4686-5430-5431-5432-5433-5434-5435-5436-5437-5438-5439-5440-5441-22916	5725
29925	5725
1981-1982-8672	5725
554203	10664
4086-4091	10664
94086	10664
4086-4089	10664
4089-4090	10664
84897	1029
648-1912-6015-6045-7832	1029
11179	1029
84725	1029
1869-11073	1029
4088-4609	1029
3727-8061	1029
4761	1029
57862	1029
10908	2869
92345	2869
9790	2869
23066	2869
114793	2869
169981	2869
1783_51143	4904
26823	4904
100302138	4904
529	4904
64121	2475_57521_64223
22858	2475_57521_64223
2475_57521_64223	22858
1950-1956-2885-6464-6654	2475_57521_64223
2653	9111
25804	9111
125144	7071
79165	7071
60487	7161
1801	7161
2622	7161
55728	7161
64779	7161
699-9184	7161
56704	7161
5395	7161
9416	7161
163786	7161
128	7161
154313	7161
5567	7161
79841	7161
92421	26133
7224	26133
337867	4841
5515-5524	900_901
23029	79885
55102	79885
2932-5300-5515-5525-8312	4149-4609
55293	6047
7227_861	6047
23788	3192
1499-6907-6934-79718	8312_8313
1499-9968	8312_8313
5950	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
56984	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699	56984
3300	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
54532	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
23198	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699	23198
23211	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
84262	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699	84262
116833	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
4359	5682_5683_5684_5685_5686_5687_5688_5691_5692_5694_5695_5696_5698_5699
10573	238_4869
95	238_4869
238_4869	95
7388	238_4869
238_4869	7388
580-672	238_4869
4607	238_4869
79677	238_4869
57524	238_4869
238_4869	57524
64122	238_4869
10611	238_4869
27445	6477
8927	6477
8318	11073
11073	8318
23379	7965
79825	1410_26272_6500_8454_9978
5860	1410_26272_6500_8454_9978
56267	1410_26272_6500_8454_9978
55226	1410_26272_6500_8454_9978
150678	1410_26272_6500_8454_9978
54932	1410_26272_6500_8454_9978
285855	1410_26272_6500_8454_9978
729611	1410_26272_6500_8454_9978
23142	1410_26272_6500_8454_9978
656	1410_26272_6500_8454_9978
5822	1410_26272_6500_8454_9978
56980	1410_26272_6500_8454_9978
54865	1410_26272_6500_8454_9978
387867	1410_26272_6500_8454_9978
26269	1410_26272_6500_8454_9978
1410_26272_6500_8454_9978	26269
64839	1410_26272_6500_8454_9978
8566	1410_26272_6500_8454_9978
23107	1410_26272_6500_8454_9978
81606	1410_26272_6500_8454_9978
57639	1410_26272_6500_8454_9978
388122	1410_26272_6500_8454_9978
5351	1410_26272_6500_8454_9978
25940	1410_26272_6500_8454_9978
152663	1410_26272_6500_8454_9978
114884	1410_26272_6500_8454_9978
157574	1410_26272_6500_8454_9978
728774	1410_26272_6500_8454_9978
203427	1410_26272_6500_8454_9978
23014	1410_26272_6500_8454_9978
84261	1410_26272_6500_8454_9978
1410_26272_6500_8454_9978	84261
641293	1410_26272_6500_8454_9978
94240	1410_26272_6500_8454_9978
84259	1410_26272_6500_8454_9978
65003	1410_26272_6500_8454_9978
1421	1410_26272_6500_8454_9978
220885	1410_26272_6500_8454_9978
283927	1410_26272_6500_8454_9978
729402	1410_26272_6500_8454_9978
729362	1410_26272_6500_8454_9978
6263	1410_26272_6500_8454_9978
388344	1410_26272_6500_8454_9978
149224	1410_26272_6500_8454_9978
4521	1410_26272_6500_8454_9978
920-8945	1410_26272_6500_8454_9978
28952	1410_26272_6500_8454_9978
1410_26272_6500_8454_9978	28952
1677	1410_26272_6500_8454_9978
170691	1410_26272_6500_8454_9978
5147	1410_26272_6500_8454_9978
729708	1410_26272_6500_8454_9978
9801	1410_26272_6500_8454_9978
10845	1410_26272_6500_8454_9978
84085	1410_26272_6500_8454_9978
54606	1410_26272_6500_8454_9978
283807	1410_26272_6500_8454_9978
1410_26272_6500_8454_9978	283807
646057	1410_26272_6500_8454_9978
441642	1410_26272_6500_8454_9978
3656-6885-7189	5609_6416
1398-2324	5609_6416
6885-8517-8767-10454	5609_6416
1398-9564	5609_6416
3654-6885-7189-10454	5609_6416
6885-7189-10454	5609_6416
4848-4849-4850-9125-23019-25904-55571-85456	1977
1973-1981	1977
1977	1973-1981
23191	1977
1973-1974	1977
1977	1973-1974
8637	1977
25983	1977
9830	6688
3485	3678
5122	3678
54760	3678
5046	3678
9159	3678
60677	3643
51429	3643
64710	3643
2770	3643
6400	2081
91319	2081
80263	10399
43	10399
28965	10399
3466	10399
3684_3689	10399
8439	10399
3689	10399
5155	5159
5154_5155	5159
10894	5159
80310	5159
140576	10972
56954	10972
1723	10972
25888	90933
51533	90933
6654-10048	57610
80746	57610
85445	57610
3547	57610
57685	57610
64432	708
440264	708
26284	708
11222	708
143884	708
8739	708
79716	708
64969	708
25758	708
28957	708
29074	708
65080	708
84248	708
10452	708
51073	708
440574	708
8940	708
84311	708
93	22985
1946	2045
1945	2045
1944	2045
1943	2045
1942	2045
3491	6383
8771	6383
7049	6383
3910	6383
1949	2043
2535-7474	7525
9050	4067
25921	4067
8877	4067
4067	8877
80095	2101
8744	114609
7097-10333	114609
929-7096-7097	114609
7096-7097	114609
857-7186	7132
6480	7132
7223	7132
6654-6655	7132
23041	7132
27248	7132
8726-10399-55512	7132
7124-9530	7132
4050	7132
1387-6772	3815
1387-4602	3815
402381	3815
3563	3815
1796-5335	3815
7564	3815
4254	3815
1796-4067-7006	3815
867-1399-5296	3815
80145	10970
8325	10970
8189	51692
55656	9150
25896	9150
57447	9150
2962	9150
5925-7027-8841	5928
55355	5928
80142	10379
4330	3394
2648-8295	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
4907	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	4907
171017	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
30833	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	30833
56953	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	56953
136227	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
51727	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	51727
54443	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
203	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	203
84249	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
3156	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
115024	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	115024
79664	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
84618	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	84618
51634	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
57665	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	57665
29894	6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148
6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_6908_8148	29894
54107	1810
57559	4615
23328	4615
3554-3556	4615
695-114609	4615
51014	4615
6761	4615
7100	4615
695-4615-114609	4615
4615	695-4615-114609
4302	84444
3594-3595-3717-7297	6775
3594_3595	6775
3595	6775
6775	3595
168544	6775
3592-3593-3594-3595-3717-7297-56848	6775
83939	6772_6773
55677	6772_6773
3454-3455-3716-7297	6772_6773
6772_6773	3454-3455-3716-7297
2873	3663
8533	3663
10920	3663
10980	3663
1147-7189	3663
4685	4602
3796	4602
152926	4602
26059	4602
56931	2962_2963
9052	2962_2963
7993	2962_2963
23272	2962_2963
2181	2962_2963
5306	2962_2963
693129	3159
10025	3159
60496	23326
25904	23326
124995	23326
552889	23326
9581	23326
201965	689
26225	23633_3836_3838_3839_3840_3841
10124	23633_3836_3838_3839_3840_3841
5903-8021-9972-23225-23636	23633_3836_3838_3839_3840_3841
115207	23633_3836_3838_3839_3840_3841
10762	23633_3836_3838_3839_3840_3841
79571	23633_3836_3838_3839_3840_3841
4329	23633_3836_3838_3839_3840_3841
2618	23633_3836_3838_3839_3840_3841
1371	23633_3836_3838_3839_3840_3841
5373	23633_3836_3838_3839_3840_3841
3837-5901	23633_3836_3838_3839_3840_3841
171024	23633_3836_3838_3839_3840_3841
64841	23633_3836_3838_3839_3840_3841
11144	23633_3836_3838_3839_3840_3841
55163	23633_3836_3838_3839_3840_3841
23633_3836_3838_3839_3840_3841	55163
51155	23633_3836_3838_3839_3840_3841
2355-3727	3909_3914_3918
3673-3688	3909_3914_3918
79939	3909_3914_3918
1294	3909_3914_3918
1311	2896
724029	2896
91947	4734
113174	4734
6440	4734
60482	4734
4891	4734
23213	4734
79719	4734
221002	4734
1193	4734
6334	4734
92714	4734
81488	4734
79058	4734
170082	4734
57561	4734
2257	4734
94015	4734
57623	55249
4149-4609-6135	4691
583	6045
81706	23408
57569	23408
642443	23408
84010	4851_4853_4854_4855
9991	4851_4853_4854_4855
92737	4851_4853_4854_4855
55717	4851_4853_4854_4855
3071	4851_4853_4854_4855
9959	4851_4853_4854_4855
7109	4851_4853_4854_4855
5663-23385-51107-55851	4851_4853_4854_4855
3955_4242_5986	4851_4853_4854_4855
23383	4851_4853_4854_4855
10683	4851_4853_4854_4855
9881	8535
373073	8535
80012	8535
1487-1874-5925-7027	8535
55090	8535
55888	8535
1912	8535
153222	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
79192	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
6004	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
4070	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
51552	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
283458	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
801-814	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
2550_9568	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586	2550_9568
947	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586	947
27289	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
57136	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
51454	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
84984	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
2668-2674-2885-5979-6464-6654	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
7466	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
669	10488_10538_11016_116071_122953_1385_1386_1388_1390_148327_22809_22926_466_467_468_55509_64764_84699_90993_9586
51076	2551_2553
22930	2551_2553
340390	23291_55294_6502_8945
84894	23291_55294_6502_8945
1356	23291_55294_6502_8945
25870	23291_55294_6502_8945
6500-8454	23291_55294_6502_8945
23204	23291_55294_6502_8945
5100	23291_55294_6502_8945
56475	23291_55294_6502_8945
57697	23291_55294_6502_8945
2551-2553-3603-8841	23291_55294_6502_8945
400569	23291_55294_6502_8945
3099	23291_55294_6502_8945
10426	23291_55294_6502_8945
23291_55294_6502_8945	10426
253714	23291_55294_6502_8945
144347	23291_55294_6502_8945
10399-55512	8726
63920	8726
7040-7046-7048-11171	4092
25805	4092
4088-4089-7030	4092
4092-7040-7046-7048-9372-23645	4092
4092	4092-7040-7046-7048-9372-23645
2669	6093
7040-7048	2280
7046-25805	2280
55900	56916
58528	57521
10325	57521
3687_3689	3611
2885-3688-6464-6654	3611
2041	3611
63916	3611
22801_3688	3611
54901	3611
1012	3611
3688_8516	3611
3688_8515	3611
80774	3611
79934	3611
3675_3688	3611
8607-10856	3611
55742	3611
10383	4088
9728	4088
64115	4088
55146	4088
11018	4088
57648	4088
864-4089	4088
7040-7046-7048	4088
4088	7040-7046-7048
143	4088
79987	4088
10979	4088
57496	4088
4976	4088
644815	4088
83861	4088
2120_861	4088
5097	4088
8317	4088
1528	51377
151516	51377
55559	51377
60488	7024
64434	7024
23065	7024
4511_4553_4555_4556_4558_4563_4564_4565_4566_4567_4568_4569_4570_4571_4572_4573_4574_4575_4576_4577_4578_4579	3609
8611	3609
100033433	3609
128308	3609
101241892	3609
26831	3609
29005	3609
4092-7514-57154	7514
7514	4092-7514-57154
7514-17131-57154	7514
7514	7514-17131-57154
54934	10445
30062	9869
11016	9869
84256	9869
1611	9869
54810	9869
81890	9869
57664	9869
80228	9869
56944	9869
10190	9869
28620	9869
55629	2104
54984	7013
7013	54984
54974	7013
79169	7013
10591	7013
8658	7013
64897	7013
6646	7013
8634	10528_2091_4809_51602
26835	10528_2091_4809_51602
7552	23133
9705	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
1160	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
54462	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
24144	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
7517	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
3638	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
127703	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
23418	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
121665	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
9454_9455_9456	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
10137	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
84938	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861	84938
361	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
51021	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
728970	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
10797	10213_5700_5701_5702_5704_5705_5706_5707_5708_5709_5710_5711_5713_5714_5715_5716_5717_5718_5719_9861
9196	23327
79901	23327
9776-9821	2475-57521-64223
23594	2547_7520
2547_7520	23594
57585	2547_7520
55278	2547_7520
79690	2547_7520
4817	2547_7520
5447	2547_7520
6863	2547_7520
89848	2547_7520
5826	2547_7520
10994	2547_7520
9403	2547_7520
116985	2547_7520
54800	2898
339451	2898
4538	324
3267	324
56204	324
23020	324
22920	324
1119	324
53371	324
8215	324
25839	324
11097	324
57536	324
26058	324
26057	324
89797	324
89796	324
89795	324
83759	324
5423	324
324	5423
23086	324
25957	324
55777	324
260425	80306
23704	3738
26047	3737
283518	3736
23114	4897
8499	5793
163-1173-1175	2890_2891_2892_2893
1742-4193	2890_2891_2892_2893
2890-2891	2890_2891_2892_2893
2890_2891_2892_2893	2890-2891
80852	2890_2891_2892_2893
2890_2891_2892_2893	80852
10369	2890_2891_2892_2893
10368	2890_2891_2892_2893
59283	2890_2891_2892_2893
27092	2890_2891_2892_2893
25780	1947_1948_1949
1947_1948_1949	25780
54933	1947_1948_1949
1947_1948_1949	54933
123016	81_87_88_89
63979	81_87_88_89
9124	81_87_88_89
7982	81_87_88_89
9712	81_87_88_89
593	81_87_88_89
54869	81_87_88_89
26136	81_87_88_89
3781	81_87_88_89
5311	81_87_88_89
55663	81_87_88_89
125950	81_87_88_89
81_87_88_89	125950
5054	81_87_88_89
3611-3987-29780	81_87_88_89
29967	81_87_88_89
1838	81_87_88_89
9554	81_87_88_89
339479	9146
541468	9146
27183	9146
155382	9146
4232	9146
23265	9146
4087-9372	9146
9805	9146
387521	9146
7251-51160-55048-79720-137492-155382	9146
349114	9146
27131	9146
4641	60412
2245	4296
23334	5886
6905	5886
9648	5886
10280	6331
54221	6331
6327	6331
29098	6331
55800	6331
2258	6331
4502	4036
55333	4036
26119	4036
6550	4036
6328	4036
6462	4036
3487	4035
4326	4035
55188	4035
55022	4035
144568	4035
5270	4035
348	4035
9960	4035
3263	4035
59350	9495
4908	4915
116	4915
627	4915
6272	4915
143162	55914
4356	55914
8884	55914
6539	55914
55914	6539
644150	51517
55272	51517
29118	22849
4200	140735_1783_51143_6990_6993_83657_83658_8655
801-1739-1741-1742-2898-83988	2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907
2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907	801-1739-1741-1742-2898-83988
1741-1742-2900	2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907
2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907	1741-1742-2900
9179	2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907
2009	2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907
2897-2898	2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907
2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907	2897-2898
80230	2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907
1812	2890_2891_2892_2893_2894_2895_2897_2898_2899_2900_2901_2907
115908	11211_2535_7855_7976_8321_8322_8323_8324_8325_8326
126326	11211_2535_7855_7976_8321_8322_8323_8324_8325_8326
22418	11211_2535_7855_7976_8321_8322_8323_8324_8325_8326
7473	11211_2535_7855_7976_8321_8322_8323_8324_8325_8326
474168	11211_2535_7855_7976_8321_8322_8323_8324_8325_8326
80019	11211_2535_7855_7976_8321_8322_8323_8324_8325_8326
10755	11211_2535_7855_7976_8321_8322_8323_8324_8325_8326
57576	2904
160-161-163-1173-1175	2904
56896	26060
487	26060
57614	26060
7268	26060
57403	26060
10026	26060
51094	26060
79602	26060
23277	26060
87	2902
7321-10193	3084
9319	57715
55577	9615
80262	8573
6414	7804
338	7804
255738	7804
10418	7804
4043-7804	7804
7804	4043-7804
26146	3566_3597
3566_3597	26146
10464	3566_3597
283556	5071
284004	5071
5631_5634	5071
1374	2120_4067
1763	2120_4067
85413	2120_4067
348801	2120_4067
51363	2120_4067
29106	2120_4067
981	2120_4067
79568	2120_4067
388325	2120_4067
222698	2120_4067
3221	2120_4067
26070	2120_4067
127255	2120_4067
54033	2120_4067
130271	2120_4067
55253	2120_4067
139065	2120_4067
129138	2120_4067
934	2120_4067
84986	2120_4067
285440	2120_4067
50810	2120_4067
285	2120_4067
114885	2120_4067
1796-7006	2120_4067
84765	2120_4067
1950-1956-2064	2064
2064	1950-1956-2064
10213	2064
8434	2064
53918	2064
2064-2066	2064
2064	2064-2066
2064-2065	2064
2064	2064-2065
2840	23237
23413	11141
4858	1741
374907	1741
796	491
79745	23095
5236	23095
7881	3741
23266	22941_50944_85358
22941_50944_85358	23266
576	22941_50944_85358
6574	1994
9831	1994
23516	1994
8745	1994
90550	1994
81571	1994
50808	1994
55362	1994
9825	1994
399979	1994
7644	1994
83732	1994
57522	1994
6553	1994
9811	1994
195827	1994
157378	1994
10166	1994
9804	1994
221687	1994
84803	1994
91608	1994
55331	1994
10150	1994
6892	1994
81537	1994
11238	1994
2182	1994
55326	1994
55322	1994
55320	1994
64651	1994
55670	1994
6515	1994
168850	1994
131566	1994
201164	1994
64645	1994
90843	1994
5412	1994
80777	1994
55654	1994
10479	1994
55652	1994
57826	1994
54566	1994
140883	1994
81855	1994
116843	1994
55633	1994
112487	1994
54540	1994
158747	1994
81831	1994
286046	1994
121457	1994
27242	1994
80742	1994
387640	1994
1389	1994
55974	1994
55973	1994
29766	1994
93183	1994
54521	1994
254531	1994
64946	1994
55608	1994
157638	1994
1373	1994
51259	1994
10780	1994
493856	1994
114984	1994
1007	1994
54509	1994
145389	1994
255967	1994
54502	1994
64924	1994
89970	1994
64921	1994
54855	1994
54853	1994
155435	1994
9167	1994
51228	1994
54841	1994
135293	1994
199870	1994
79888	1994
4952	1994
93134	1994
317649	1994
79886	1994
54830	1994
23190	1994
55916	1994
4947	1994
79877	1994
28978	1994
2760	1994
171546	1994
255919	1994
79867	1994
51559	1994
54811	1994
23171	1994
286319	1994
1306	1994
9122	1994
9121	1994
9120	1994
23167	1994
113828	1994
91283	1994
57185	1994
57184	1994
79847	1994
57181	1994
51534	1994
114908	1994
153562	1994
2733	1994
9107	1994
57171	1994
79833	1994
201725	1994
7286	1994
222068	1994
1635	1994
65055	1994
57157	1994
79817	1994
339366	1994
23484	1994
2707	1994
57146	1994
126231	1994
9791	1994
84436	1994
734	1994
23471	1994
5082	1994
196527	1994
143458	1994
57132	1994
9422	1994
120939	1994
133383	1994
83695	1994
9777	1994
57484	1994
9410	1994
23456	1994
5069	1994
29094	1994
9766	1994
90488	1994
57470	1994
9761	1994
23446	1994
149076	1994
7220	1994
57107	1994
23431	1994
25966	1994
390637	1994
9741	1994
57446	1994
10090	1994
55266	1994
23762	1994
164091	1994
133686	1994
11165	1994
256356	1994
80011	1994
5007	1994
11159	1994
11158	1994
64224	1994
55246	1994
83989	1994
29035	1994
8614	1994
220134	1994
149371	1994
64207	1994
56675	1994
56674	1994
83607	1994
4259	1994
83606	1994
360023	1994
127933	1994
54499	1994
79183	1994
54497	1994
54495	1994
54491	1994
55216	1994
7504	1994
55573	1994
55571	1994
407024	1994
54482	1994
55207	1994
55205	1994
26099	1994
26097	1994
10020	1994
65988	1994
26092	1994
65983	1994
440026	1994
2054	1994
203228	1994
83930	1994
90736	1994
56990	1994
30850	1994
51199	1994
57711	1994
27154	1994
157567	1994
57708	1994
51187	1994
57700	1994
8905	1994
55884	1994
93099	1994
4552	1994
54438	1994
54434	1994
54793	1994
51170	1994
139231	1994
5638	1994
64859	1994
56603	1994
203547	1994
4548	1994
22934	1994
6715	1994
131408	1994
56951	1994
113444	1994
22921	1994
26035	1994
10682	1994
387882	1994
254428	1994
388969	1994
27115	1994
1265	1994
60481	1994
381	1994
10597_6399	1994
22903	1994
