from	to
MPP9|MPHOSPH9	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
USP37	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
PAP39|PRPSAP1	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
Lrmp|LRMP	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
51765	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
PI3K reg class III (p150)|PIK3R4	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ	PI3K reg class III (p150)|PIK3R4
ANKS1|ANKS1A	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ	ANKS1|ANKS1A
SPAG13|SSFA2	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
2475-57521-64223-84335	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ	2475-57521-64223-84335
PANK2	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ	PANK2
PANK1	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
PAFAH beta|PAFAH1B2	14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ
14-3-3 theta|YWHAQ|14-3-3|YWHAQ|14-3-3 sigma|SFN|14-3-3|SFN|14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB|14-3-3 epsilon|YWHAE|14-3-3|YWHAE|14-3-3 gamma|YWHAG|14-3-3|YWHAG|14-3-3 eta|YWHAH|14-3-3|YWHAH|14-3-3 zeta/delta|YWHAZ|14-3-3|YWHAZ	PAFAH beta|PAFAH1B2
Neuropilin-2|NRP2	Atrophin-1|ATN1
LUBAC E3 ligase|RBCK1|RBCK1|LUBAC E3 ligase|RNF31|Zibra|RNF31|LUBAC E3 ligase|SHARPIN|Sharpin|SHARPIN	Atrophin-1|ATN1
NELL1	Atrophin-1|ATN1
Chordin|CHRD	Atrophin-1|ATN1
CRP2|CSRP2	Atrophin-1|ATN1
A2BP1|RBFOX1	Atrophin-1|ATN1
GIGYF1	Atrophin-1|ATN1
Delta-catenin|CTNND2	Atrophin-1|ATN1
Ephrin-B receptor 4|EPHB4|Ephrin-B receptors|EPHB4	p120GAP|RASA1
SPRY4	p120GAP|RASA1
SPRY3	p120GAP|RASA1
SPRY2	p120GAP|RASA1
SPRY1	p120GAP|RASA1
Filamin C|FLNC	p120GAP|RASA1
Ephrin-B receptor 3|EPHB3|Ephrin-B receptors|EPHB3	p120GAP|RASA1
RASSF7	p120GAP|RASA1
Ephrin-A receptor 2|EPHA2|Ephrin-A receptors|EPHA2	p120GAP|RASA1
284-7010	p120GAP|RASA1
RAP-1A|RAP1A	p120GAP|RASA1
79738	p120GAP|RASA1
5154-5156	p120GAP|RASA1
2321-7423	p120GAP|RASA1
1950-1956-2549-2885	p120GAP|RASA1
Harmonin|USH1C	Cadherin 23|CDH23
CFTR	ACCN3 (ASIC3)|ASIC3
ACCN3 (ASIC3)|ASIC3	CFTR
Stomatin|STOM	ACCN3 (ASIC3)|ASIC3
PKC-gamma|PRKCG|PKC|PRKCG|cPKC (conventional)|PRKCG	PKC-mu|PRKD1|PKC|PRKD1
PKC-eta|PRKCH|PKC|PRKCH	PKC-mu|PRKD1|PKC|PRKD1
14-3-3 theta|YWHAQ|14-3-3|YWHAQ	PKC-mu|PRKD1|PKC|PRKD1
FLRE|BLVRB	BVRA|BLVRA
BVRA|BLVRA	FLRE|BLVRB
SNF2L1|SMARCA1	HBXAP|RSF1
HA95|AKAP8L	HDAC3|Histone deacetylase class I|HDAC3
DBC1|CCAR2	HDAC3|Histone deacetylase class I|HDAC3
ARVCF	HDAC3|Histone deacetylase class I|HDAC3
IL-16 mature|IL16|IL-16|IL16|N-terminal IL16|IL16	HDAC3|Histone deacetylase class I|HDAC3
C18orf19|FAM210A	HDAC3|Histone deacetylase class I|HDAC3
FBXO2	HDAC3|Histone deacetylase class I|HDAC3
Stk33|STK33	HDAC3|Histone deacetylase class I|HDAC3
5468-6256	HDAC3|Histone deacetylase class I|HDAC3
Mol1b|MOB1A	HDAC3|Histone deacetylase class I|HDAC3
PTCH1|Patched|PTCH1|PTCH2|Patched|PTCH2	HDAC3|Histone deacetylase class I|HDAC3
CORO2A	HDAC3|Histone deacetylase class I|HDAC3
WISP2	HDAC3|Histone deacetylase class I|HDAC3
IA-1|INSM1	HDAC3|Histone deacetylase class I|HDAC3
80115	HDAC3|Histone deacetylase class I|HDAC3
DRAK1|STK17A	HDAC3|Histone deacetylase class I|HDAC3
TMPOA|TMPO|TMPOB|TMPO	HDAC3|Histone deacetylase class I|HDAC3
3HIDH|HIBADH	HDAC3|Histone deacetylase class I|HDAC3
LAMA4|Laminin 8|LAMA4|Laminin 9|LAMA4|LAMB1|Laminin 10|LAMB1|Laminin 12|LAMB1|Laminin 1|LAMB1|Laminin 2|LAMB1|Laminin 6|LAMB1|Laminin 8|LAMB1|LAMG1|LAMC1|Laminin 10|LAMC1|Laminin 11|LAMC1|Laminin 1|LAMC1|Laminin 2|LAMC1|Laminin 4|LAMC1|Laminin 6|LAMC1|Laminin 7|LAMC1|Laminin 8|LAMC1|Laminin 9|LAMC1	HDAC3|Histone deacetylase class I|HDAC3
miR-326-3p|MIR326|microRNA 326|MIR326	HDAC3|Histone deacetylase class I|HDAC3
HDAC3|Histone deacetylase class I|HDAC3	miR-326-3p|MIR326|microRNA 326|MIR326
5531-9989	HDAC3|Histone deacetylase class I|HDAC3
CREAM1|GTF2IRD1	HDAC3|Histone deacetylase class I|HDAC3
FLJ12525|LAS1L	HDAC3|Histone deacetylase class I|HDAC3
Kaiso|ZBTB33	HDAC3|Histone deacetylase class I|HDAC3
Nardilysin|NRD1	HDAC3|Histone deacetylase class I|HDAC3
NEDD1	HDAC3|Histone deacetylase class I|HDAC3
Perlecan|HSPG2	HDAC3|Histone deacetylase class I|HDAC3
5468-5925	HDAC3|Histone deacetylase class I|HDAC3
K-RAS|KRAS	HDAC3|Histone deacetylase class I|HDAC3
PRAM-1|PRAM1	HDAC3|Histone deacetylase class I|HDAC3
Hedgehog|IHH|Ihh|IHH|DHH|Hedgehog|DHH|Hedgehog|SHH|SHH	HDAC3|Histone deacetylase class I|HDAC3
Miro-2|RHOT2	HDAC3|Histone deacetylase class I|HDAC3
LCoR (MLR2)|LCOR	HDAC3|Histone deacetylase class I|HDAC3
Stch|HSPA13	HDAC3|Histone deacetylase class I|HDAC3
ATF/CREB|JDP2|JDP2	HDAC3|Histone deacetylase class I|HDAC3
ASCC2	HDAC3|Histone deacetylase class I|HDAC3
PCIF1	HDAC3|Histone deacetylase class I|HDAC3
Bak|BAK1	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
BRAP2|BRAP	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
NGFR (CTF)|NGFR|NGFR (ICD)|NGFR|NGFR(TNFRSF16)|NGFR	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
LRP130|LRPPRC	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
Plakoglobin|JUP	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
3551-3654-4803-4804-7189-8878	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
7988	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
1147-8517	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
7321-7323	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
NKIRAS1	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE	NKIRAS1
KIAA0685|PPP6R2	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE	KIAA0685|PPP6R2
IleRS|IARS	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE	IleRS|IARS
CCDC28A	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
ITPK1	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
eIF2AK1|EIF2AK1	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
AP180|SNAP91	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE	AP180|SNAP91
PAF49|CD3EAP	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
NET1(TSPAN1)|TSPAN1	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
IQGAP2	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
1147-3551-6714-8517	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
440414	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
MTIF2	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
1457-1459-1460	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
KIAA1115|PPP6R1	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE	KIAA1115|PPP6R1
KBRAS2|NKIRAS2	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
1459-1460	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
7321-7322-7323	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
3551-8517	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
1387-2033-5970	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
PAF53|POLR1E	I-kB|NFKBIA|NFKBIA|I-kB|NFKBIB|NFKBIB|I-kB|NFKBIE|NFKBIE
AIRN	G9a|EHMT2
C14orf167|DHRS4-AS1	G9a|EHMT2
ERCC6	G9a|EHMT2
ANAPC10|APC/CDC20 complex|ANAPC10|APC/hCDH1 complex|ANAPC10|Anaphase-promoting complex (APC)|ANAPC10||APC/CDC20 complex|CDC26|APC/hCDH1 complex|CDC26|Anaphase-promoting complex (APC)|CDC26|CDC26||ANAPC13|APC/CDC20 complex|ANAPC13|APC/hCDH1 complex|ANAPC13|Anaphase-promoting complex (APC)|ANAPC13||ANAPC2|APC/CDC20 complex|ANAPC2|APC/hCDH1 complex|ANAPC2|Anaphase-promoting complex (APC)|ANAPC2||ANAPC4|APC/CDC20 complex|ANAPC4|APC/hCDH1 complex|ANAPC4|Anaphase-promoting complex (APC)|ANAPC4||APC/hCDH1 complex|FZR1|CDH1|FZR1||ANAPC5|APC/CDC20 complex|ANAPC5|APC/hCDH1 complex|ANAPC5|Anaphase-promoting complex (APC)|ANAPC5||ANAPC7|APC/CDC20 complex|ANAPC7|APC/hCDH1 complex|ANAPC7|Anaphase-promoting complex (APC)|ANAPC7||ANAPC11|APC/CDC20 complex|ANAPC11|APC/hCDH1 complex|ANAPC11|Anaphase-promoting complex (APC)|ANAPC11||ANAPC1|APC/CDC20 complex|ANAPC1|APC/hCDH1 complex|ANAPC1|Anaphase-promoting complex (APC)|ANAPC1||APC/CDC20 complex|CDC23|APC/hCDH1 complex|CDC23|Anaphase-promoting complex (APC)|CDC23|CDC23||APC/CDC20 complex|CDC16|APC/hCDH1 complex|CDC16|Anaphase-promoting complex (APC)|CDC16|CDC16||APC/CDC20 complex|CDC27|APC/hCDH1 complex|CDC27|Anaphase-promoting complex (APC)|CDC27|CDC27	G9a|EHMT2
JARID2	G9a|EHMT2
ESCO1	G9a|EHMT2
APC/hCDH1 complex|FZR1|CDH1|FZR1	G9a|EHMT2
GALNT6	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
Galectin-3|LGALS3	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1	Galectin-3|LGALS3
GALNT4	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
GALNT3	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
GALNT2	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
NEUR1|NEU1	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
AP complex 2 medium (mu) chain|AP2M1|AP complex 2|AP2M1	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
GALNT13	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
GALNT12	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
GALNT10	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
GALNT9	MUC1-CT|MUC1|MUC1-NT|MUC1|MUC1
MAFG-NF2L2|MAFG|MAFG|MAFG-NF2L2|NFE2L2|NRF2|NFE2L2	MafK|MAFK
NRF3|NFE2L3	MafK|MAFK
HOXD12	MafK|MAFK
MAT2A	MafK|MAFK
NFE2L1	MafK|MAFK
BACH1	MafK|MAFK
TRAP/SMCC complex|MED31|TRAP18|MED31	AES (GRG)|AES
CGI-147 (Bit1)|PTRH2	AES (GRG)|AES
SIX6	AES (GRG)|AES
DUSP26	AES (GRG)|AES
SIX3	AES (GRG)|AES
STYXL1	AES (GRG)|AES
BOAT|ATXN1L	AES (GRG)|AES
P-cadherin|CDH3	EGR1
IBP5|IGFBP5|IBP|IGFBP5	EGR1
1386-1387-2033	EGR1
hnRNP L|HNRNPL	EGR1
Septin 6|SEPT6	EGR1
AOF1|KDM1B	EGR1
TOM22|TOMM22	EGR1
NAB2	EGR1
EGR1	NAB2
ATF-5|ATF5|ATF/CREB|ATF5	EGR1
ITGA5|alpha-5/beta-1 integrin|ITGA5|ITGB1|alpha-1/beta-1 integrin|ITGB1|alpha-10/beta-1 integrin|ITGB1|alpha-11/beta-1 integrin|ITGB1|alpha-2/beta-1 integrin|ITGB1|alpha-3/beta-1 integrin|ITGB1|alpha-4/beta-1 integrin|ITGB1|alpha-5/beta-1 integrin|ITGB1|alpha-6/beta-1 integrin|ITGB1|alpha-7/beta-1 integrin|ITGB1|alpha-8/beta-1 integrin|ITGB1|alpha-9/beta-1 integrin|ITGB1|alpha-V/beta-1 integrin|ITGB1	EGR1
2002-6722	EGR1
1386-2033	EGR1
TLE1|TLE|TLE1|TLE2|TLE|TLE2|TLE3|TLE|TLE3|TLE4|TLE|TLE4	EGR1
EGR1	TLE1|TLE|TLE1|TLE2|TLE|TLE2|TLE3|TLE|TLE3|TLE4|TLE|TLE4
YTHDF2	EGR1
HOXB7	EGR1
LDOC1	EGR1
PRKCSH	EGR1
MEK1(MAP2K1)|MAP2K1|MEK1/2|MAP2K1|MEK1/2|MAP2K2|MEK2(MAP2K2)|MAP2K2	EGR1
EGR1	MEK1(MAP2K1)|MAP2K1|MEK1/2|MAP2K1|MEK1/2|MAP2K2|MEK2(MAP2K2)|MAP2K2
Endoglin|ENG	EGR1
GSK3 alpha/beta|GSK3A|GSK3 alpha|GSK3A	EGR1
PI3K reg class IA (p85)|PIK3R1|PI3K reg class IA (p85-alpha)|PIK3R1|PI3K reg class IA|PIK3R1|PI3K reg class IA (p85)|PIK3R2|PI3K reg class IA (p85-beta)|PIK3R2|PI3K reg class IA|PIK3R2|PI3K reg class IA (p55-gamma)|PIK3R3|PI3K reg class IA|PIK3R3	EGR1
4772-4773-5970	EGR1
IBP6|IGFBP6|IBP|IGFBP6	EGR1
ERM|ETV5	EGR1
2033-3725	EGR1
DMTF1	EGR1
EGR1	DMTF1
ADAR1|ADAR	EGR1
2033-5970	EGR1
GDF5	EGR1
LCMT1	PP2A cat (alpha)|PPP2CA|PP2A catalytic|PPP2CA
TIP41|TIPRL	PP2A cat (alpha)|PPP2CA|PP2A catalytic|PPP2CA
HOXD13	PP2A cat (alpha)|PPP2CA|PP2A catalytic|PPP2CA
PPME1	PP2A cat (alpha)|PPP2CA|PP2A catalytic|PPP2CA
PP2A regulatory|PPP2R2B|PPP2R2B	PP2A cat (alpha)|PPP2CA|PP2A catalytic|PPP2CA
miR-584-3p|MIR584|miR-584-5p|MIR584|microRNA 584|MIR584	PP2A cat (alpha)|PPP2CA|PP2A catalytic|PPP2CA
G-protein alpha-12 family|GNA12|G-protein alpha-12|GNA12	PP2A cat (alpha)|PPP2CA|PP2A catalytic|PPP2CA
CtBP2|CTBP2|CtBP|CTBP2	Brca1/Bard1|BRCA1|Brca1|BRCA1
miR-638|MIR638|microRNA 638|MIR638	Brca1/Bard1|BRCA1|Brca1|BRCA1
TOX3	Brca1/Bard1|BRCA1|Brca1|BRCA1
CCDC98 (Abraxas)|FAM175A	Brca1/Bard1|BRCA1|Brca1|BRCA1
miR-545-3p|MIR545|miR-545-5p|MIR545|microRNA 545|MIR545	Brca1/Bard1|BRCA1|Brca1|BRCA1
Claspin|CLSPN	Brca1/Bard1|BRCA1|Brca1|BRCA1
PALB2	Brca1/Bard1|BRCA1|Brca1|BRCA1
Brca1/Bard1|BRCA1|Brca1|BRCA1	PALB2
RBBP8 (CtIP)|RBBP8	Brca1/Bard1|BRCA1|Brca1|BRCA1
Brca1/Bard1|BRCA1|Brca1|BRCA1	RBBP8 (CtIP)|RBBP8
TIA-1|TIA1	Brca1/Bard1|BRCA1|Brca1|BRCA1
NUFIP1	Brca1/Bard1|BRCA1|Brca1|BRCA1
POU4F2	Brca1/Bard1|BRCA1|Brca1|BRCA1
AP-1|FOSL2|Fra-2|FOSL2|JunD/Fra-2|FOSL2|c-Jun/Fra-2|FOSL2|AP-1|JUN|ATF-2/c-Jun|JUN|c-Jun/Fra-1|JUN|c-Jun/Fra-2|JUN|c-Jun/c-Fos|JUN|c-Jun/c-Jun|JUN|c-Jun|JUN	Brca1/Bard1|BRCA1|Brca1|BRCA1
SAKS1|UBXN1	Brca1/Bard1|BRCA1|Brca1|BRCA1
Microcephalin|MCPH1	Brca1/Bard1|BRCA1|Brca1|BRCA1
p53BP1|TP53BP1	Brca1/Bard1|BRCA1|Brca1|BRCA1
PAX9	BAPX1|NKX3-2
PAX1	BAPX1|NKX3-2
Paraxis|TCF15	BAPX1|NKX3-2
SGK3|C8orf44-SGK3|SGK3	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
FRAT2	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B	FRAT2
FRAT1	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B	FRAT1
miR-346-5p|MIR346|microRNA 346|MIR346	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
GCKR(MAP4K5)|MAP4K5	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
LRP6	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B	LRP6
LRP5	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
GSKIP	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
IHPK1|IP6K1	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
STYK1	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
CCRK|CDK20	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
Protein kinase G 2|PRKG2|Protein kinase G|PRKG2	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
X11|APBA1	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
AIP1 (DAB2ip)|DAB2IP	GSK3 alpha/beta|GSK3B|GSK3 beta|GSK3B
FOXP1/2/4 proteins|FOXP2|FOXP2	DCTN2|Dynactin complex|DCTN2
DCTN3|Dynactin complex|DCTN3	DCTN2|Dynactin complex|DCTN2
GOLPH2|GOLM1	DCTN2|Dynactin complex|DCTN2
Beta-centractin|ACTR1B|Centractins|ACTR1B|Dynactin complex|ACTR1B	DCTN2|Dynactin complex|DCTN2
Alpha-1 catenin|CTNNA1|Alpha-catenin|CTNNA1|Alpha-N-catenin|CTNNA2|Alpha-catenin|CTNNA2|Alpha-catenin|CTNNA3|Catenin alpha-3|CTNNA3	DCTN2|Dynactin complex|DCTN2
ASB3|GPR75-ASB3|ASB3	PRMT6
CDCA4	PRMT6
MRPL38	PRMT6
PYGO1	PRMT6
Tmed5|TMED5	PRMT6
StARD10|STARD10	PRMT6
hnRNPH'|HNRNPH2	PRMT6
AP complex 1|AP1G2|AP-1 gamma subunits|AP1G2|AP1G2	PRMT6
Golgin-45 (BLZF1)|BLZF1	PRMT6
FKBP7	PRMT6
2'-5'-oligoadenylate synthetase|OAS1|OAS1	PRMT6
79230	PRMT6
MLC1	PRMT6
KLEIP|KLHL20	PRMT6
