from	to
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	TCP11L1
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	57089
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	PAPD1|MTPAP
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	DUS3L
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	MRN complex|RAD50|Rad50|RAD50
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	EID2
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	TM9SF3
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFC1
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	GDP-mannose 4;6 dehydratase|GMDS
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	STK11IP
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFB6
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFB5
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFB4
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFB3
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	6872-6874-6875-6877-6878-6880-6881-6882-6883-6884-6908
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NADPH:adrenodoxin oxidoreductase|FDXR
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	492303
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	RP11-529I10.4|DPCD
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFA8
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFA6
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFA3
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	MTCBP-1|ADI1
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	NDUFA1
TAF1|TAFs|TAF1|TFIID|TAF1|TAFII150|TAF2|TAFs|TAF2|TFIID|TAF2|TFTC complex|TAF2|TAF4 (TAFII130)|TAF4|TAFs|TAF4|TFIID|TAF4|TFTC complex|TAF4|TAF4B|TAFs|TAF4B|TFIID|TAF4B|TAF5|TAFs|TAF5|TFIID|TAF5|TFTC complex|TAF5|TAFII70|TAF6|TAFs|TAF6|TFIID|TAF6|TFTC complex|TAF6|TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7|PCAF histone acetylase complex|TAF9|TAFs|TAF9|TFIID 31 kDa subunit|TAF9|TFIID|TAF9|TFTC complex|TAF9|PCAF histone acetylase complex|TAF10|TAFs|TAF10|TFIID 30 kDa subunit|TAF10|TFIID|TAF10|TFTC complex|TAF10|TAFII28|TAF11|TAFs|TAF11|TFIID|TAF11|PCAF histone acetylase complex|TAF12|TAF12|TAFs|TAF12|TFIID|TAF12|TFTC complex|TAF12|TAF13|TAFs|TAF13|TFIID|TAF13|TBP|TFIID|TBP|TFIIIB|TBP|TAF15|TAFs|TAF15|TFIID|TAF15	399669
